571 86 401 76 634 181 295 157 718 254 166 227 494 296 416 281 464 411 399 397 436 463 389 469 
564 85 391 75 626 179 285 161 708 248 157 234 487 299 410 288 463 411 395 398 435 463 389 469 
561 85 386 75 623 178 281 164 705 245 151 240 484 302 407 294 462 413 394 399 435 463 389 469 
560 85 382 76 620 179 278 168 699 245 152 246 483 304 405 296 460 413 393 402 434 462 389 468 
560 87 382 77 613 183 280 173 688 253 161 260 482 307 404 300 460 413 393 403 434 461 389 467 
560 88 382 78 609 186 281 176 683 259 167 266 482 308 403 301 459 414 393 403 434 459 389 466 
560 88 381 78 610 187 282 179 685 260 167 267 481 311 402 304 458 413 392 403 434 459 389 466 
560 89 382 78 611 187 282 179 686 259 165 267 481 311 401 303 456 413 391 403 434 459 389 467 
559 89 381 79 612 187 281 179 688 258 163 264 481 311 401 303 456 413 391 402 434 459 389 466 
559 89 382 79 615 187 281 179 690 257 163 262 481 311 402 303 456 413 391 402 434 460 389 467 
558 88 382 79 615 187 281 178 693 254 163 261 481 312 402 304 456 413 392 402 434 461 390 467 
558 88 382 79 616 187 281 177 696 252 163 261 481 313 402 304 457 415 392 402 435 461 390 467 
559 88 383 79 618 186 281 177 698 252 163 260 482 314 402 304 457 414 392 402 435 462 390 467 
559 88 384 79 618 186 281 176 699 251 163 258 482 314 402 304 457 414 392 402 435 462 390 467 
559 88 384 78 618 186 281 176 699 251 164 256 482 314 402 304 457 413 392 402 435 462 390 468 
559 88 384 78 619 186 281 176 699 251 162 255 482 315 402 306 457 416 392 403 436 462 391 468 
559 88 385 78 620 187 281 176 701 252 162 252 482 315 402 306 457 417 393 402 436 462 391 468 
559 87 386 78 621 187 281 175 702 252 162 249 482 316 403 306 457 418 393 402 436 462 391 467 
561 87 386 78 624 187 281 175 705 252 162 249 482 316 403 306 457 418 393 402 436 461 391 467 
561 87 387 78 626 187 281 175 708 252 162 248 483 316 403 306 458 418 393 402 436 461 391 467 
562 87 387 78 627 187 281 175 709 252 162 248 483 316 404 306 458 417 394 399 436 461 391 466 
563 86 388 79 627 187 281 175 710 252 162 247 484 316 406 306 459 416 395 398 436 461 391 466 
563 86 389 79 628 187 282 174 710 252 164 247 485 315 406 306 459 416 395 398 436 461 391 466 
564 86 390 79 628 187 282 174 711 253 163 247 485 315 406 306 458 415 395 398 436 461 391 466 
565 86 390 79 630 187 283 174 714 253 163 246 485 316 407 306 458 415 395 398 436 461 391 465 
565 86 391 79 631 187 283 173 714 253 163 246 486 315 407 306 458 414 395 398 436 461 391 467 
565 86 390 79 631 186 282 171 714 253 163 246 486 314 407 306 458 413 395 398 436 461 391 467 
566 86 390 78 632 186 282 168 715 253 161 244 486 313 408 305 458 413 395 398 436 461 391 467 
566 86 391 77 634 186 282 163 719 252 159 237 487 314 408 306 459 415 395 398 437 461 391 467 
566 86 391 77 636 185 281 162 723 252 151 232 487 314 409 306 459 414 395 399 437 460 392 467 
566 86 390 78 637 185 278 162 726 249 144 231 487 314 409 306 459 415 395 398 437 460 392 467 
566 86 390 77 638 184 276 161 726 248 141 231 488 314 409 306 459 415 395 398 437 460 392 465 
566 86 391 77 638 184 276 160 726 246 140 228 489 314 410 306 460 414 395 398 437 460 392 465 
566 85 391 77 638 182 277 158 726 244 140 223 489 313 410 305 460 413 395 398 437 459 392 465 
566 85 391 77 638 183 277 157 726 244 138 220 489 313 410 306 460 414 395 398 437 460 392 465 
566 85 391 77 638 182 276 156 726 243 137 219 489 313 410 306 460 414 395 398 437 459 392 465 
566 85 391 77 638 182 276 156 726 243 137 219 489 313 410 306 460 413 395 398 437 459 392 466 
566 85 391 77 638 181 276 155 726 243 137 218 489 313 410 306 460 414 395 399 437 460 392 466 
566 84 391 77 638 181 276 155 725 243 138 218 489 313 410 305 460 416 395 399 437 460 392 466 
566 84 391 76 638 181 276 154 724 243 138 218 488 313 410 306 460 417 395 399 437 459 392 465 
566 84 390 75 638 181 276 154 724 243 138 218 488 314 408 306 460 420 395 398 437 459 392 465 
565 83 388 73 636 180 276 154 722 243 138 219 487 312 408 304 460 419 395 398 437 459 392 465 
563 83 385 73 634 180 274 154 721 242 135 219 487 312 407 304 461 419 395 398 438 459 392 466 
562 83 385 73 633 180 274 154 721 242 135 220 488 313 407 305 467 423 395 398 441 463 392 466 
563 83 386 73 633 180 274 154 720 242 140 220 489 313 407 305 479 423 396 398 451 466 392 468 
571 85 393 73 636 182 277 155 721 245 146 220 493 314 408 305 489 423 397 398 472 469 392 469 
586 87 407 76 644 185 289 156 727 250 163 220 500 315 413 305 493 423 399 400 480 467 391 468 
600 89 421 80 658 185 305 157 737 255 178 220 509 313 424 300 502 414 404 398 481 465 391 466 
611 91 431 82 671 188 315 160 749 257 190 222 513 315 428 300 502 413 406 397 482 464 391 467 
614 91 436 83 672 187 320 163 752 257 198 230 517 315 432 300 501 411 405 398 481 464 385 467 
611 91 434 84 671 187 324 167 753 257 203 240 517 315 432 301 499 410 405 398 479 464 378 467 
607 93 430 86 669 189 320 173 755 259 198 249 515 317 431 303 498 412 405 399 478 465 374 467 
604 93 427 86 668 191 317 173 749 260 195 252 514 319 429 307 497 413 403 400 476 465 371 467 
599 94 420 86 659 192 315 174 736 261 192 253 512 320 427 308 494 415 401 400 476 466 370 468 
587 94 410 86 648 192 305 175 724 264 187 255 507 321 420 310 492 415 398 398 475 466 369 468 
580 94 400 86 640 192 297 175 717 265 180 256 501 322 415 312 489 415 393 397 475 466 367 468 
576 94 397 85 637 192 292 175 713 264 176 256 498 322 411 312 484 416 390 396 474 465 367 469 
575 94 397 85 636 191 291 175 713 264 174 255 497 322 409 312 481 416 389 395 474 465 367 469 
574 94 398 84 637 188 290 171 715 256 168 249 497 322 409 312 481 416 389 395 474 465 367 469 
573 90 395 81 641 176 284 161 733 239 151 227 497 322 409 312 481 416 389 395 474 465 368 469 
574 84 395 77 658 152 270 141 767 207 123 180 497 320 410 312 481 416 389 395 474 463 368 468 
575 79 393 75 670 135 263 122 795 166 109 138 498 317 411 310 481 414 389 392 473 462 368 468 
576 78 391 69 681 130 258 107 805 150 112 115 498 317 411 310 481 414 389 393 473 462 368 468 
580 78 390 66 697 127 256 103 818 139 106 104 499 317 411 309 481 413 390 393 473 462 368 468 
583 77 391 65 703 128 258 98 822 140 110 98 500 317 413 309 481 413 393 392 473 461 369 467 
584 77 391 66 704 129 260 95 830 142 114 94 502 314 415 306 482 411 395 390 473 460 370 466 
587 78 391 66 706 131 261 93 826 141 116 93 503 314 416 305 483 410 397 390 473 460 370 466 
591 78 394 67 710 133 262 94 827 142 118 94 503 314 417 304 483 410 397 390 473 460 371 466 
594 78 396 67 708 133 263 95 825 144 119 95 504 314 417 304 483 410 398 391 474 460 371 466 
595 79 398 67 710 134 263 97 826 147 120 100 504 315 418 304 484 411 398 391 473 460 371 466 
594 79 400 67 709 135 265 98 824 147 120 104 506 315 418 304 484 411 398 390 473 462 372 466 
594 79 400 67 707 134 267 99 822 147 121 108 507 315 419 303 485 411 400 390 474 462 372 466 
595 79 401 67 703 134 272 100 820 149 124 110 507 314 421 302 486 410 401 390 474 461 373 466 
595 80 402 69 703 141 272 115 821 169 126 135 507 314 421 302 487 410 401 390 474 461 374 466 
595 82 403 72 692 155 278 135 803 207 138 180 507 314 421 302 487 410 400 390 474 462 373 466 
594 84 403 75 669 175 292 163 772 240 173 232 507 315 420 304 486 410 399 390 474 462 373 465 
593 86 405 80 648 194 312 185 725 273 220 276 507 316 420 304 485 410 399 390 474 462 373 465 
592 88 407 82 622 203 331 193 674 295 271 299 506 314 420 302 485 410 399 388 473 462 371 465 
592 90 410 82 599 215 347 205 626 311 309 319 505 314 419 303 484 409 399 388 473 463 371 465 
590 91 411 82 586 216 361 214 587 318 351 330 505 314 417 305 484 410 397 390 473 463 371 465 
589 90 412 82 581 214 369 213 565 320 379 325 506 314 417 306 485 411 398 392 472 463 371 464 
589 88 414 81 577 213 376 211 547 314 396 324 510 313 419 305 486 411 399 392 472 463 371 464 
589 88 415 81 575 210 379 209 540 312 403 318 511 311 421 303 486 410 400 391 472 463 371 464 
589 87 416 80 575 210 378 206 539 311 402 315 510 310 421 301 486 408 400 390 471 462 370 464 
589 87 416 79 576 210 376 206 545 309 399 316 511 310 422 301 486 407 401 388 471 462 370 464 
