source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,288.2,194.0,1342.6,-647.0,193.4,1341.6,-647.2,-172.5,-3251.1,-105.8,,,,,,,0
measured,305.4,197.6,1300.7,-649.9,195.4,1296.9,-650.8,-162.2,-3185.7,-284.2,,,,,,,0
measured,320.2,192.9,1249.3,-657.7,193.7,1251.4,-657.5,-158.8,-3138.6,-434.3,,,,,,,0
measured,334.8,184.8,1197.7,-669.1,187.6,1201.6,-668.0,-161.1,-3100.2,-586.7,,,,,,,0
measured,351.2,188.7,1155.7,-680.8,187.1,1153.6,-680.9,-145.3,-3030.3,-752.6,,,,,,,0
measured,366.2,185.1,1109.8,-693.4,185.2,1109.2,-694.0,-142.9,-2986.2,-897.9,,,,,,,0
measured,385.4,186.6,1066.5,-709.3,185.5,1062.3,-710.8,-132.2,-2895.1,-1078.4,,,,,,,0
measured,398.4,176.3,1009.7,-727.7,179.4,1016.2,-726.8,-131.0,-2845.1,-1204.4,,,,,,,0
measured,415.1,175.6,966.1,-749.2,175.6,965.9,-749.0,-139.6,-2808.1,-1355.4,,,,,,,0
measured,430.1,168.0,912.2,-772.0,169.4,915.0,-771.7,-147.1,-2811.5,-1485.4,,,,,,,0
measured,447.8,175.0,880.4,-793.4,171.5,873.6,-795.7,-140.6,-2785.6,-1626.7,,,,,,,0
measured,466.0,175.8,839.1,-818.7,174.3,834.9,-820.8,-129.9,-2736.3,-1763.6,,,,,,,0
measured,479.1,156.9,765.5,-856.2,163.5,779.4,-851.1,-143.3,-2748.4,-1875.5,,,,,,,0
measured,495.2,160.4,729.9,-883.8,159.6,729.2,-884.1,-151.4,-2732.5,-2005.6,,,,,,,0
measured,511.3,154.9,680.2,-919.1,155.0,679.7,-919.3,-164.9,-2738.2,-2134.6,,,,,,,0
measured,527.4,160.1,648.3,-950.8,156.9,642.2,-952.9,-164.5,-2717.0,-2256.7,,,,,,,0
measured,541.4,156.9,601.6,-988.4,156.6,602.7,-987.6,-156.1,-2694.4,-2365.7,,,,,,,0
measured,555.5,151.5,553.7,-1025.6,153.2,557.5,-1024.8,-155.4,-2691.1,-2477.4,,,,,,,0
measured,572.0,158.5,519.7,-1067.9,156.0,515.9,-1068.7,-149.5,-2676.0,-2608.1,,,,,,,0
measured,581.4,154.4,476.5,-1109.0,155.3,482.5,-1103.0,-139.5,-2689.8,-2709.9,,,,,,,0
measured,592.9,152.5,443.7,-1082.3,153.7,445.6,-1107.5,-131.7,-2703.1,-2743.4,,,,,,,0
measured,611.9,157.9,427.1,-1038.5,156.2,414.4,-1074.0,-103.6,-2628.3,-2684.9,,,,,,,0
measured,624.3,145.1,378.8,-1005.9,145.1,378.8,-1005.9,,,,,,,,,,1
measured,639.3,145.2,354.1,-976.3,145.2,354.1,-976.3,,,,,,,,,,1
measured,655.1,128.4,307.5,-936.7,128.4,307.7,-936.8,-308.0,-2178.5,1925.4,,,,,,,1
measured,670.6,31.6,98.4,-946.3,45.0,125.8,-938.6,-997.5,-3422.2,1509.8,,,,,,,1
measured,688.0,,,,45.0,125.8,-938.6,-997.5,-3422.2,1509.8,,,,,,,1
measured,702.1,,,,45.0,125.8,-938.6,-997.5,-3422.2,1509.8,,,,,,,1
measured,717.6,-18.8,2.3,-955.1,-24.7,-12.0,-953.1,-1281.8,-3503.3,543.9,,,,,,,1
measured,734.9,-3.1,32.3,-956.9,-11.8,16.0,-959.6,-1218.0,-3195.4,211.9,,,,,,,1
measured,750.4,-3.8,31.3,-956.5,-5.7,28.7,-960.8,-1138.5,-2927.1,-7.8,,,,,,,1
measured,769.1,-5.0,27.9,-957.1,-3.8,31.4,-960.9,-1049.3,-2666.4,-216.2,,,,,,,1
measured,782.1,-7.3,22.8,-957.1,-5.3,27.4,-960.1,-980.2,-2470.5,-350.4,,,,,,,1
measured,798.7,-7.1,23.8,-956.7,-6.3,25.2,-959.5,-909.4,-2278.3,-499.6,,,,,,,1
measured,814.1,-9.6,15.1,-958.5,-8.6,18.2,-960.2,-847.7,-2117.2,-628.8,,,,,,,1
measured,830.8,-11.9,11.2,-958.8,-11.3,12.1,-960.9,-790.2,-1966.8,-760.4,,,,,,,1
measured,849.2,-13.2,7.7,-958.8,-13.3,7.3,-961.2,-738.5,-1759.0,-935.4,,,,,,,1
measured,862.8,-14.7,3.4,-959.0,-14.8,3.4,-961.2,-676.1,-1548.3,-1054.6,,,,,,,1
measured,878.9,-14.9,3.2,-958.3,-15.5,1.8,-960.9,-574.5,-1276.5,-1162.7,,,,,,,1
measured,895.2,-14.4,1.4,-957.7,-15.2,0.6,-960.2,-456.5,-989.5,-1230.6,,,,,,,1
measured,910.6,,,,-15.2,0.6,-960.2,-456.5,-989.5,-1230.6,,,,,,,1
measured,929.6,,,,-15.2,0.6,-960.2,-456.5,-989.5,-1230.6,,,,,,,1
measured,939.8,,,,-15.2,0.6,-960.2,-456.5,-989.5,-1230.6,,,,,,,1
measured,954.1,,,,-15.2,0.6,-960.2,-456.5,-989.5,-1230.6,,,,,,,1
measured,970.7,46.5,109.2,-821.9,45.5,107.4,-824.6,-155.6,-377.6,-1400.5,,,,,,,1
measured,980.0,,,,45.5,107.4,-824.6,-155.6,-377.6,-1400.5,,,,,,,1
measured,994.9,,,,45.5,107.4,-824.6,-155.6,-377.6,-1400.5,,,,,,,1
measured,1008.3,86.6,379.6,-854.9,87.6,364.4,-842.8,149.0,514.8,-1274.4,,,,,,,1
measured,1024.2,,,,87.6,364.4,-842.8,149.0,514.8,-1274.4,,,,,,,1
measured,1039.1,61.1,483.6,-895.8,68.2,496.4,-894.0,246.6,1099.7,-1197.4,,,,,,,1
measured,1055.4,55.8,548.0,-916.4,56.7,553.4,-918.5,251.0,1425.6,-1177.7,,,,,,,1
measured,1073.9,45.8,601.3,-937.2,45.5,608.0,-941.4,250.4,1698.4,-1221.6,,,,,,,1
measured,1087.7,51.0,679.8,-960.2,46.2,670.9,-961.4,253.6,1955.9,-1254.2,,,,,,,1
measured,1102.8,45.8,742.7,-984.2,44.4,738.1,-985.0,248.2,2177.6,-1320.8,,,,,,,1
measured,1118.8,41.9,806.2,-1013.9,41.6,806.0,-1013.8,237.2,2384.3,-1406.2,,,,,,,1
measured,1135.0,39.7,869.1,-1040.6,39.4,870.7,-1042.0,223.3,2577.4,-1501.7,,,,,,,1
measured,1154.0,35.0,930.0,-1071.5,35.4,935.4,-1074.0,200.6,2745.3,-1627.7,,,,,,,1
measured,1166.9,40.2,997.9,-1102.1,37.5,992.3,-1101.0,178.1,2925.5,-1723.3,,,,,,,1
measured,1182.7,20.9,1038.4,-1082.8,26.4,1044.1,-1100.6,132.3,3070.6,-1821.7,,,,,,,1
measured,1198.5,18.0,1089.9,-1055.0,18.7,1093.7,-1076.2,69.7,3221.9,-1893.9,,,,,,,1
measured,1215.1,15.1,1140.4,-1028.3,13.9,1143.2,-1042.9,-24.7,3379.7,-1945.0,,,,,,,1
measured,1233.5,7.3,1189.9,-1005.4,7.3,1189.9,-1005.4,,,,,,,,,,2
measured,1245.9,4.1,1238.9,-984.1,4.1,1238.9,-984.1,-269.9,3039.1,1198.2,,,,,,,2
measured,1262.4,-6.4,1283.0,-965.8,-6.3,1283.1,-965.9,-324.4,2999.8,1049.0,,,,,,,2
measured,1278.6,-9.2,1333.6,-949.6,-10.4,1332.4,-949.7,-326.6,2983.5,896.8,,,,,,,2
measured,1294.7,-11.9,1380.9,-935.5,-13.2,1380.6,-935.8,-313.2,2957.7,744.1,,,,,,,2
measured,1313.0,-17.3,1428.1,-923.8,-17.6,1429.9,-923.7,-303.9,2902.7,567.4,,,,,,,2
measured,1327.3,-24.5,1473.1,-914.6,-23.4,1472.0,-915.3,-307.8,2879.2,436.0,,,,,,,2
measured,1338.7,-28.5,1520.4,-906.6,-27.9,1514.1,-908.2,-310.5,2897.6,339.6,,,,,,,2
measured,1354.8,-30.9,1568.2,-902.4,-31.9,1567.1,-902.4,-304.7,2897.4,194.6,,,,,,,2
measured,1371.0,-32.3,1617.8,-899.9,-33.7,1618.6,-899.6,-293.0,2892.4,47.7,,,,,,,2
measured,1382.2,-37.1,1662.1,-902.2,-36.6,1659.0,-900.9,-288.0,2906.4,-56.8,,,,,,,2
measured,1391.5,-44.6,1706.0,-905.3,-41.8,1698.7,-903.8,-291.3,2934.7,-146.0,,,,,,,2
measured,1406.3,-51.7,1748.2,-913.6,-49.7,1750.0,-911.5,-300.3,2961.0,-288.0,,,,,,,2
measured,1423.1,-61.1,1789.9,-922.6,-59.7,1796.6,-922.1,-311.9,2972.3,-452.6,,,,,,,2
measured,1439.2,-62.7,1836.3,-932.9,-64.5,1839.8,-933.4,-312.2,2977.3,-613.4,,,,,,,2
measured,1456.3,-68.0,1879.9,-946.5,-69.0,1882.6,-947.2,-314.3,2951.0,-789.8,,,,,,,2
measured,1471.1,-67.7,1924.6,-957.6,-69.8,1923.8,-959.1,-306.2,2947.6,-933.9,,,,,,,2
measured,1486.5,-76.2,1965.9,-977.0,-75.0,1965.8,-976.4,-314.0,2921.9,-1088.7,,,,,,,2
measured,1502.9,-81.5,2009.0,-997.0,-80.8,2009.5,-996.9,-317.5,2884.8,-1250.4,,,,,,,2
measured,1518.7,-79.4,2053.3,-1016.1,-81.5,2052.9,-1017.1,-304.3,2840.4,-1400.3,,,,,,,2
measured,1538.3,-91.4,2093.1,-1043.4,-89.6,2096.7,-1044.3,-300.4,2746.8,-1574.6,,,,,,,2
measured,1551.1,-93.2,2135.2,-1068.5,-93.4,2132.4,-1067.1,-298.0,2681.5,-1694.8,,,,,,,2
measured,1567.7,-96.0,2175.4,-1097.4,-96.9,2175.3,-1097.4,-292.5,2619.4,-1835.7,,,,,,,2
measured,1582.7,-94.2,2214.8,-1107.3,-96.5,2214.5,-1114.0,-274.3,2561.2,-1931.3,,,,,,,2
measured,1598.0,-108.2,2244.2,-1082.5,-104.8,2247.7,-1102.1,-266.5,2492.4,-1949.4,,,,,,,2
measured,1618.6,-107.6,2276.8,-1054.2,-108.7,2282.0,-1070.2,-249.3,2407.3,-1919.1,,,,,,,2
measured,1630.2,-115.2,2307.6,-1032.9,-115.2,2307.6,-1032.9,,,,,,,,,,3
measured,1646.7,-124.7,2339.6,-1013.8,-124.7,2339.6,-1013.8,-411.5,1916.3,1140.2,,,,,,,3
measured,1663.3,-154.7,2363.5,-1008.3,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1679.1,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1696.8,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1710.4,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1726.2,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1738.1,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
measured,1754.2,,,,-154.4,2363.7,-1008.0,-626.2,1855.1,874.5,,,,,,,3
predicted,239.9,,,,,,,,,,204.6,1494.6,-646.1,133.9,20.0,-800.7,0
predicted,244.9,,,,,,,,,,203.8,1478.2,-644.5,133.9,20.0,-800.7,0
predicted,249.9,,,,,,,,,,203.0,1461.8,-643.1,133.9,20.0,-800.7,0
predicted,254.9,,,,,,,,,,202.3,1445.5,-642.1,133.9,20.0,-800.7,0
predicted,259.9,,,,,,,,,,201.5,1429.2,-641.2,133.9,20.0,-800.7,0
predicted,264.9,,,,,,,,,,200.7,1413.0,-640.6,133.9,20.0,-800.7,0
predicted,269.9,,,,,,,,,,199.9,1396.8,-640.3,133.9,20.0,-800.7,0
predicted,274.9,,,,,,,,,,199.1,1380.7,-640.2,133.9,20.0,-800.7,0
predicted,279.9,,,,,,,,,,198.4,1364.6,-640.3,133.9,20.0,-800.7,0
predicted,284.9,,,,,,,,,,197.6,1348.5,-640.7,133.9,20.0,-800.7,0
predicted,289.9,,,,,,,,,,196.8,1332.5,-641.4,133.9,20.0,-800.7,0
predicted,294.9,,,,,,,,,,196.1,1316.6,-642.3,133.9,20.0,-800.7,0
predicted,299.9,,,,,,,,,,195.3,1300.6,-643.4,133.9,20.0,-800.7,0
predicted,304.9,,,,,,,,,,194.5,1284.8,-644.8,133.9,20.0,-800.7,0
predicted,309.9,,,,,,,,,,193.8,1269.0,-646.4,133.9,20.0,-800.7,0
predicted,314.9,,,,,,,,,,193.0,1253.2,-648.2,133.9,20.0,-800.7,0
predicted,319.9,,,,,,,,,,192.3,1237.5,-650.3,133.9,20.0,-800.7,0
predicted,324.9,,,,,,,,,,191.5,1221.8,-652.6,133.9,20.0,-800.7,0
predicted,329.9,,,,,,,,,,190.8,1206.1,-655.2,133.9,20.0,-800.7,0
predicted,334.9,,,,,,,,,,190.0,1190.6,-658.0,133.9,20.0,-800.7,0
predicted,339.9,,,,,,,,,,189.3,1175.0,-661.1,133.9,20.0,-800.7,0
predicted,344.9,,,,,,,,,,188.5,1159.5,-664.3,133.9,20.0,-800.7,0
predicted,349.9,,,,,,,,,,187.8,1144.0,-667.8,133.9,20.0,-800.7,0
predicted,354.9,,,,,,,,,,187.1,1128.6,-671.6,133.9,20.0,-800.7,0
predicted,359.9,,,,,,,,,,186.3,1113.3,-675.6,133.9,20.0,-800.7,0
predicted,364.9,,,,,,,,,,185.6,1097.9,-679.8,133.9,20.0,-800.7,0
predicted,369.9,,,,,,,,,,184.9,1082.6,-684.3,133.9,20.0,-800.7,0
predicted,374.9,,,,,,,,,,184.1,1067.4,-688.9,133.9,20.0,-800.7,0
predicted,379.9,,,,,,,,,,183.4,1052.2,-693.9,133.9,20.0,-800.7,0
predicted,384.9,,,,,,,,,,182.7,1037.1,-699.0,133.9,20.0,-800.7,0
predicted,389.9,,,,,,,,,,181.9,1021.9,-704.4,133.9,20.0,-800.7,0
predicted,394.9,,,,,,,,,,181.2,1006.9,-710.0,133.9,20.0,-800.7,0
predicted,399.9,,,,,,,,,,180.5,991.9,-715.8,133.9,20.0,-800.7,0
predicted,404.9,,,,,,,,,,179.8,976.9,-721.9,133.9,20.0,-800.7,0
predicted,409.9,,,,,,,,,,179.1,961.9,-728.2,133.9,20.0,-800.7,0
predicted,414.9,,,,,,,,,,178.4,947.1,-734.7,133.9,20.0,-800.7,0
predicted,419.9,,,,,,,,,,177.6,932.2,-741.4,133.9,20.0,-800.7,0
predicted,424.9,,,,,,,,,,176.9,917.4,-748.4,133.9,20.0,-800.7,0
predicted,429.9,,,,,,,,,,176.2,902.6,-755.6,133.9,20.0,-800.7,0
predicted,434.9,,,,,,,,,,175.5,887.9,-763.0,133.9,20.0,-800.7,0
predicted,439.9,,,,,,,,,,174.8,873.3,-770.7,133.9,20.0,-800.7,0
predicted,444.9,,,,,,,,,,174.1,858.6,-778.5,133.9,20.0,-800.7,0
predicted,449.9,,,,,,,,,,173.4,844.0,-786.6,133.9,20.0,-800.7,0
predicted,454.9,,,,,,,,,,172.7,829.5,-794.9,133.9,20.0,-800.7,0
predicted,459.9,,,,,,,,,,172.0,815.0,-803.5,133.9,20.0,-800.7,0
predicted,464.9,,,,,,,,,,171.3,800.5,-812.2,133.9,20.0,-800.7,0
predicted,469.9,,,,,,,,,,170.6,786.1,-821.2,133.9,20.0,-800.7,0
predicted,474.9,,,,,,,,,,169.9,771.8,-830.4,133.9,20.0,-800.7,0
predicted,479.9,,,,,,,,,,169.3,757.5,-839.8,133.9,20.0,-800.7,0
predicted,484.9,,,,,,,,,,168.6,743.2,-849.4,133.9,20.0,-800.7,0
predicted,489.9,,,,,,,,,,167.9,728.9,-859.2,133.9,20.0,-800.7,0
predicted,494.9,,,,,,,,,,167.2,714.8,-869.3,133.9,20.0,-800.7,0
predicted,499.9,,,,,,,,,,166.5,700.6,-879.5,133.9,20.0,-800.7,0
predicted,504.9,,,,,,,,,,165.9,686.5,-890.0,133.9,20.0,-800.7,0
predicted,509.9,,,,,,,,,,165.2,672.5,-900.7,133.9,20.0,-800.7,0
predicted,514.9,,,,,,,,,,164.5,658.4,-911.6,133.9,20.0,-800.7,0
predicted,519.9,,,,,,,,,,163.8,644.5,-922.7,133.9,20.0,-800.7,0
predicted,524.9,,,,,,,,,,163.2,630.6,-934.0,133.9,20.0,-800.7,0
predicted,529.9,,,,,,,,,,162.5,616.7,-945.5,133.9,20.0,-800.7,0
predicted,534.9,,,,,,,,,,161.8,602.9,-957.3,133.9,20.0,-800.7,0
predicted,539.9,,,,,,,,,,161.2,589.1,-969.2,133.9,20.0,-800.7,0
predicted,544.9,,,,,,,,,,160.5,575.3,-981.3,133.9,20.0,-800.7,0
predicted,549.9,,,,,,,,,,159.9,561.6,-993.7,133.9,20.0,-800.7,0
predicted,554.9,,,,,,,,,,159.2,548.0,-1006.3,133.9,20.0,-800.7,0
predicted,559.9,,,,,,,,,,158.6,534.4,-1019.0,133.9,20.0,-800.7,0
predicted,564.9,,,,,,,,,,157.9,520.8,-1032.0,133.9,20.0,-800.7,0
predicted,569.9,,,,,,,,,,157.3,507.3,-1045.1,133.9,20.0,-800.7,0
predicted,574.9,,,,,,,,,,156.6,493.8,-1058.5,133.9,20.0,-800.7,0
predicted,579.9,,,,,,,,,,156.0,480.4,-1072.1,133.9,20.0,-800.7,0
predicted,584.9,,,,,,,,,,155.3,467.1,-1085.8,133.9,20.0,-800.7,0
predicted,589.9,,,,,,,,,,154.7,453.7,-1099.8,133.9,20.0,-800.7,0
predicted,594.9,,,,,,,,,,154.1,440.9,-1106.3,133.9,20.0,-800.7,1
predicted,599.9,,,,,,,,,,153.5,429.3,-1093.2,133.9,20.0,-800.7,1
predicted,604.9,,,,,,,,,,153.0,417.7,-1080.4,133.9,20.0,-800.7,1
predicted,609.9,,,,,,,,,,152.4,406.1,-1067.9,133.9,20.0,-800.7,1
predicted,614.9,,,,,,,,,,151.8,394.6,-1055.7,133.9,20.0,-800.7,1
predicted,619.9,,,,,,,,,,151.3,383.1,-1043.7,133.9,20.0,-800.7,1
predicted,624.9,,,,,,,,,,150.7,371.6,-1032.1,133.9,20.0,-800.7,1
predicted,629.9,,,,,,,,,,150.2,360.2,-1020.7,133.9,20.0,-800.7,1
predicted,634.9,,,,,,,,,,149.7,348.8,-1009.6,133.9,20.0,-800.7,1
predicted,639.9,,,,,,,,,,149.1,337.4,-998.8,133.9,20.0,-800.7,1
predicted,644.9,,,,,,,,,,148.6,326.1,-988.2,133.9,20.0,-800.7,1
predicted,649.9,,,,,,,,,,148.0,314.8,-977.9,133.9,20.0,-800.7,1
predicted,654.9,,,,,,,,,,147.5,303.5,-967.9,133.9,20.0,-800.7,1
predicted,659.9,,,,,,,,,,146.9,292.3,-958.2,133.9,20.0,-800.7,1
predicted,664.9,,,,,,,,,,146.4,281.1,-948.7,133.9,20.0,-800.7,1
predicted,669.9,,,,,,,,,,145.9,269.9,-939.5,133.9,20.0,-800.7,1
predicted,674.9,,,,,,,,,,145.3,258.7,-930.6,133.9,20.0,-800.7,1
predicted,679.9,,,,,,,,,,144.8,247.6,-922.0,133.9,20.0,-800.7,1
predicted,684.9,,,,,,,,,,144.3,236.5,-913.6,133.9,20.0,-800.7,1
predicted,689.9,,,,,,,,,,143.7,225.5,-905.5,133.9,20.0,-800.7,1
predicted,694.9,,,,,,,,,,143.2,214.4,-897.6,133.9,20.0,-800.7,1
predicted,699.9,,,,,,,,,,142.7,203.4,-890.0,133.9,20.0,-800.7,1
predicted,704.9,,,,,,,,,,142.2,192.4,-882.7,133.9,20.0,-800.7,1
predicted,709.9,,,,,,,,,,141.6,181.5,-875.6,133.9,20.0,-800.7,1
predicted,714.9,,,,,,,,,,141.1,170.5,-868.8,133.9,20.0,-800.7,1
predicted,719.9,,,,,,,,,,140.6,159.6,-862.3,133.9,20.0,-800.7,1
predicted,724.9,,,,,,,,,,140.1,148.8,-856.0,133.9,20.0,-800.7,1
predicted,729.9,,,,,,,,,,139.5,137.9,-850.0,133.9,20.0,-800.7,1
predicted,734.9,,,,,,,,,,139.0,127.1,-844.2,133.9,20.0,-800.7,1
predicted,739.9,,,,,,,,,,138.5,116.3,-838.7,133.9,20.0,-800.7,1
predicted,744.9,,,,,,,,,,138.0,105.5,-833.5,133.9,20.0,-800.7,1
predicted,749.9,,,,,,,,,,137.5,94.7,-828.5,133.9,20.0,-800.7,1
predicted,754.9,,,,,,,,,,137.0,84.0,-823.8,133.9,20.0,-800.7,1
predicted,759.9,,,,,,,,,,136.4,73.3,-819.3,133.9,20.0,-800.7,1
predicted,764.9,,,,,,,,,,135.9,62.6,-815.1,133.9,20.0,-800.7,1
predicted,769.9,,,,,,,,,,135.4,51.9,-811.1,133.9,20.0,-800.7,1
predicted,774.9,,,,,,,,,,134.9,41.3,-807.4,133.9,20.0,-800.7,1
predicted,779.9,,,,,,,,,,134.4,30.6,-803.9,133.9,20.0,-800.7,1
predicted,784.9,,,,,,,,,,133.9,20.0,-800.7,133.9,20.0,-800.7,1
predicted,789.9,,,,,,,,,,133.4,9.4,-797.8,133.9,20.0,-800.7,1
predicted,794.9,,,,,,,,,,132.9,-1.1,-795.0,133.9,20.0,-800.7,1
predicted,799.9,,,,,,,,,,132.4,-11.7,-792.6,133.9,20.0,-800.7,1
predicted,804.9,,,,,,,,,,131.9,-22.2,-790.4,133.9,20.0,-800.7,1
predicted,809.9,,,,,,,,,,131.4,-32.7,-788.4,133.9,20.0,-800.7,1
predicted,814.9,,,,,,,,,,130.9,-43.2,-786.7,133.9,20.0,-800.7,1
predicted,819.9,,,,,,,,,,130.4,-53.6,-785.3,133.9,20.0,-800.7,1
predicted,824.9,,,,,,,,,,129.8,-64.1,-784.0,133.9,20.0,-800.7,1
predicted,829.9,,,,,,,,,,129.3,-74.5,-783.1,133.9,20.0,-800.7,1
predicted,834.9,,,,,,,,,,128.9,-84.9,-782.4,133.9,20.0,-800.7,1
predicted,839.9,,,,,,,,,,128.4,-95.3,-781.9,133.9,20.0,-800.7,1
predicted,844.9,,,,,,,,,,127.9,-105.7,-781.7,133.9,20.0,-800.7,1
predicted,849.9,,,,,,,,,,127.4,-116.0,-781.7,133.9,20.0,-800.7,1
predicted,854.9,,,,,,,,,,126.9,-126.3,-781.9,133.9,20.0,-800.7,1
predicted,859.9,,,,,,,,,,126.4,-136.6,-782.5,133.9,20.0,-800.7,1
predicted,864.9,,,,,,,,,,125.9,-146.9,-783.2,133.9,20.0,-800.7,1
predicted,869.9,,,,,,,,,,125.4,-157.2,-784.2,133.9,20.0,-800.7,1
predicted,874.9,,,,,,,,,,124.9,-167.4,-785.5,133.9,20.0,-800.7,1
predicted,879.9,,,,,,,,,,124.4,-177.7,-786.9,133.9,20.0,-800.7,1
predicted,884.9,,,,,,,,,,123.9,-187.9,-788.7,133.9,20.0,-800.7,1
predicted,889.9,,,,,,,,,,123.4,-198.1,-790.6,133.9,20.0,-800.7,1
predicted,894.9,,,,,,,,,,122.9,-208.2,-792.8,133.9,20.0,-800.7,1
predicted,899.9,,,,,,,,,,122.4,-218.4,-795.3,133.9,20.0,-800.7,1
predicted,904.9,,,,,,,,,,122.0,-228.5,-798.0,133.9,20.0,-800.7,1
predicted,909.9,,,,,,,,,,121.5,-238.6,-800.9,133.9,20.0,-800.7,1
predicted,914.9,,,,,,,,,,121.0,-248.7,-804.1,133.9,20.0,-800.7,1
predicted,919.9,,,,,,,,,,120.5,-258.8,-807.5,133.9,20.0,-800.7,1
predicted,924.9,,,,,,,,,,120.0,-268.9,-811.2,133.9,20.0,-800.7,1
predicted,929.9,,,,,,,,,,119.5,-278.9,-815.0,133.9,20.0,-800.7,1
predicted,934.9,,,,,,,,,,119.1,-288.9,-819.2,133.9,20.0,-800.7,1
predicted,939.9,,,,,,,,,,118.6,-298.9,-823.5,133.9,20.0,-800.7,1
predicted,944.9,,,,,,,,,,118.1,-308.9,-828.1,133.9,20.0,-800.7,1
predicted,949.9,,,,,,,,,,117.6,-318.8,-833.0,133.9,20.0,-800.7,1
predicted,954.9,,,,,,,,,,117.2,-328.8,-838.0,133.9,20.0,-800.7,1
predicted,959.9,,,,,,,,,,116.7,-338.7,-843.4,133.9,20.0,-800.7,1
predicted,964.9,,,,,,,,,,116.2,-348.6,-848.9,133.9,20.0,-800.7,1
predicted,969.9,,,,,,,,,,115.7,-358.5,-854.7,133.9,20.0,-800.7,1
predicted,974.9,,,,,,,,,,115.3,-368.3,-860.7,133.9,20.0,-800.7,1
predicted,979.9,,,,,,,,,,114.8,-378.2,-866.9,133.9,20.0,-800.7,1
predicted,984.9,,,,,,,,,,114.3,-388.0,-873.4,133.9,20.0,-800.7,1
predicted,989.9,,,,,,,,,,113.8,-397.8,-880.1,133.9,20.0,-800.7,1
predicted,994.9,,,,,,,,,,113.4,-407.6,-887.0,133.9,20.0,-800.7,1
predicted,999.9,,,,,,,,,,112.9,-417.3,-894.2,133.9,20.0,-800.7,1
predicted,1004.9,,,,,,,,,,112.4,-427.1,-901.6,133.9,20.0,-800.7,1
predicted,1009.9,,,,,,,,,,112.0,-436.8,-909.2,133.9,20.0,-800.7,1
predicted,1014.9,,,,,,,,,,111.5,-446.5,-917.1,133.9,20.0,-800.7,1
predicted,1019.9,,,,,,,,,,111.0,-456.1,-925.2,133.9,20.0,-800.7,1
predicted,1024.9,,,,,,,,,,110.6,-465.8,-933.5,133.9,20.0,-800.7,1
