throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
69,0,1219863.840639,,64.04,41.86,130.69,171.0,2504.5,-1097.1,True,,318.1,0.8,171.0,2504.5,-1097.1,,,,False,1,1,,,,,,,,,,,,,0
69,1,1219863.869776,29.14,56.3,40.51,135.7,167.1,2411.4,-1094.0,True,,304.4,0.6,167.1,2411.4,-1094.0,,,,False,2,2,,,,,,,,,,,,,0
69,2,1219863.888798,19.02,49.35,30.16,137.98,171.4,2329.4,-997.6,True,,297.9,0.9,170.1,2333.4,-1015.9,,,,False,3,3,,,,,,,,,,,,,0
69,3,1219863.909848,21.05,42.51,20.77,138.76,188.8,2256.9,-908.2,True,,295.0,1.3,178.6,2261.0,-960.3,,,,False,4,4,,,,,,,,,,,,,0
69,4,1219863.937866,28.02,35.56,11.58,141.69,188.9,2172.7,-824.2,True,,287.5,0.7,183.8,2171.2,-884.9,,,,False,5,5,,,,,,,,,,,,,0
69,5,1219863.958893,21.03,29.34,3.3,144.3,189.1,2097.4,-748.4,True,,281.1,0.2,187.1,2100.2,-806.6,,,,False,6,6,,,,,,,,,,,,,0
69,6,1219863.979884,20.99,22.56,-4.24,145.96,201.0,2022.9,-678.7,True,,276.8,0.6,194.7,2027.3,-728.8,161.1,-3331.6,2023.2,True,7,7,,,,,,,,,,,,,0
69,7,1219864.003971,24.09,15.81,-11.27,147.42,215.2,1950.3,-613.6,True,,273.0,0.4,206.2,1948.6,-650.9,245.7,-3315.4,2140.0,True,8,8,,,,,,,,,,,,,0
69,8,1219864.027648,23.68,9.42,-17.87,150.4,215.1,1873.4,-555.1,True,,266.6,0.1,213.4,1871.5,-582.0,258.7,-3300.9,2113.3,True,9,9,,,,,,,,,,,,,0
69,9,1219864.050562,22.91,3.17,-23.57,152.08,226.4,1805.4,-503.4,True,,262.7,0.2,222.2,1799.8,-522.7,284.6,-3266.2,2007.8,True,10,10,,,,,,,,,,,,,0
69,10,1219864.073891,23.33,-3.29,-28.83,155.11,227.9,1729.2,-458.2,True,,256.7,0.4,228.5,1725.8,-470.7,281.6,-3248.4,1843.5,True,10,10,,,,,,,,,,,,,0
69,11,1219864.095985,22.09,-9.58,-33.67,157.73,232.5,1656.8,-416.5,True,,251.6,0.4,233.9,1655.0,-426.6,275.4,-3240.4,1671.4,True,10,10,,,,,,,,,,,,,0
69,12,1219864.116388,20.4,-15.8,-37.57,159.65,243.8,1589.7,-382.8,True,,247.8,0.5,241.0,1589.2,-390.6,286.2,-3238.4,1500.9,True,10,10,,,,,,,,,,,,,0
69,13,1219864.138657,22.27,-22.24,-41.33,163.26,242.1,1512.4,-353.4,True,,241.6,0.3,242.1,1512.4,-353.4,,,,False,2,2,,,,,,,,,,,,,1
69,14,1219864.158939,20.28,-28.38,-44.51,166.3,244.4,1441.1,-328.7,True,,236.5,0.4,243.7,1441.2,-328.7,,,,False,3,3,,,,,,,,,,,,,1
69,15,1219864.176696,17.76,-34.62,-47.13,169.25,248.7,1369.9,-309.3,True,,231.8,0.6,245.6,1374.7,-309.8,,,,False,4,4,,,,,,,,,,,,,1
69,16,1219864.196323,19.63,-40.58,-48.92,171.69,256.8,1304.6,-297.3,True,,227.9,0.4,250.3,1305.2,-295.0,,,,False,5,5,,,,,,,,,,,,,1
69,17,1219864.226019,29.7,-46.95,-50.59,175.28,257.4,1230.2,-288.4,True,,222.7,0.6,254.7,1216.5,-283.4,,,,False,6,6,,,,,,,,,,,,,1
