throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
92,0,1430289.456683,,102.45,-35.49,282.37,-1546.6,1902.8,-612.9,True,,112.5,0.8,-1546.6,1902.8,-612.9,,,,False,1,1,,,,,,,,,,,,,0
92,1,1430289.472676,15.99,99.71,-35.22,283.8,-1547.0,1872.5,-619.2,True,,111.9,0.8,-1547.0,1872.5,-619.2,,,,False,2,2,,,,,,,,,,,,,0
92,2,1430289.48786,15.18,99.94,-35.65,295.12,-1649.0,1826.8,-637.7,True,,107.5,1.1,-1648.9,1826.8,-637.7,,,,False,3,3,,,,,,,,,,,,,0
92,3,1430289.504801,16.94,97.05,-34.23,296.23,-1643.9,1797.7,-654.7,True,,107.0,1.9,-1644.0,1797.7,-654.6,,,,False,4,4,,,,,,,,,,,,,0
92,4,1430289.519784,14.98,98.64,-34.49,311.91,-1790.1,1746.2,-683.4,True,,101.5,0.8,-1762.4,1751.0,-681.3,-3570.5,-2382.6,-1385.9,True,5,5,,,,,,,,,,,,,0
92,5,1430289.539547,19.76,98.49,-32.39,318.66,-1845.7,1719.0,-717.6,True,,99.3,2.3,-1847.5,1714.9,-717.0,-3733.5,-2226.7,-1634.0,True,6,6,,,,,,,,,,,,,0
92,6,1430289.55466,,79.31,-25.01,266.3,-1286.5,1773.4,-689.7,False,jump(563mm),118.8,2.9,-1847.5,1714.9,-717.0,-3733.5,-2226.7,-1634.0,True,6,6,,,,,,,,,,,,,0
92,7,1430289.568949,,80.0,-24.87,279.23,-1403.8,1725.7,-717.0,False,jump(442mm),113.2,1.2,-1847.5,1714.9,-717.0,-3733.5,-2226.7,-1634.0,True,6,6,,,,,,,,,,,,,0
92,8,1430289.584303,,79.75,-24.03,283.28,-1437.2,1707.4,-733.5,False,jump(409mm),111.5,0.6,-1847.5,1714.9,-717.0,-3733.5,-2226.7,-1634.0,True,6,6,,,,,,,,,,,,,0
92,9,1430289.600487,60.94,79.5,-23.52,289.17,-1487.3,1681.2,-750.4,True,,109.2,0.4,-1505.1,1678.5,-753.2,-133.6,-1559.9,-1696.3,True,7,7,,,,,,,,,,,,,0
92,10,1430289.620904,,,,,,,,,,,,-1505.1,1678.5,-753.2,-133.6,-1559.9,-1696.3,True,7,7,,,,,,,,,,,,,0
92,11,1430290.063115,,,,,,,,,,,,-1505.1,1678.5,-753.2,-133.6,-1559.9,-1696.3,True,7,7,,,,,,,,,,,,,0
92,12,1430290.0793,478.81,54.95,-21.38,317.38,-1627.6,1344.4,-835.6,True,,98.8,0.4,-1627.6,1344.4,-835.6,,,,False,1,1,,,,,,,,,,,,,0
92,13,1430290.09868,19.38,54.34,-22.97,323.42,-1681.1,1311.8,-832.4,True,,96.9,0.6,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,14,1430290.113767,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,15,1430290.129192,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,16,1430290.143967,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,17,1430290.159863,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,18,1430290.17726,,50.21,-35.64,389.13,-2266.8,985.6,-842.3,False,out_of_bounds(y=986),80.3,1.6,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,19,1430290.191306,,48.98,-37.07,383.54,-2214.4,996.2,-817.4,False,out_of_bounds(y=996),81.5,2.6,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,20,1430290.208441,,48.41,-37.74,377.56,-2160.1,1015.4,-798.9,False,out_of_bounds(y=1015),82.8,3.4,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,21,1430290.223575,,47.4,-38.32,374.4,-2128.7,1018.8,-787.1,False,out_of_bounds(y=1019),83.4,4.7,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,22,1430290.239971,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,23,1430290.258761,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,24,1430290.27125,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,25,1430290.287222,,44.43,-42.37,382.9,-2198.1,951.9,-765.5,False,out_of_bounds(y=952),81.5,6.7,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,26,1430290.305312,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,27,1430290.31959,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,28,1430290.33864,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,29,1430290.352182,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,30,1430290.366822,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,31,1430290.383611,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,32,1430290.39986,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,33,1430290.430855,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,34,1430290.479003,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
92,35,1430290.559518,,,,,,,,,,,,-1681.1,1311.8,-832.4,,,,False,2,2,,,,,,,,,,,,,0
