source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-1101.8,2558.8,-971.1,-1101.8,2558.8,-971.1,,,,,,,,,,0
measured,14.6,,,,-1101.8,2558.8,-971.1,,,,,,,,,,0
measured,27.2,,,,-1101.8,2558.8,-971.1,,,,,,,,,,0
measured,40.3,,,,-1101.8,2558.8,-971.1,,,,,,,,,,0
measured,55.6,,,,-1101.8,2558.8,-971.1,,,,,,,,,,0
measured,70.8,-927.9,2455.6,-723.1,-927.9,2455.6,-723.1,,,,,,,,,,0
measured,86.6,-934.9,2446.3,-721.4,-934.9,2446.3,-721.4,,,,,,,,,,0
measured,102.6,-956.7,2435.4,-714.9,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,119.3,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,133.6,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,149.4,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,164.4,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,182.1,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,198.9,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,214.8,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,228.6,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,244.5,-2543.7,2331.9,-781.6,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,262.0,-2647.2,2320.0,-784.9,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,280.1,-2745.5,2306.1,-792.0,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,294.3,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,310.8,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,327.1,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,340.1,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,358.9,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,374.9,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,392.1,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,406.7,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,423.8,,,,-955.7,2435.3,-714.2,,,,,,,,,,0
measured,440.2,-868.0,2361.0,-261.5,-868.0,2361.0,-261.5,,,,,,,,,,0
measured,454.7,-804.6,2366.7,-280.4,-804.6,2366.7,-280.4,,,,,,,,,,0
measured,470.7,-820.8,2352.5,-270.9,-820.8,2352.5,-270.9,,,,,,,,,,0
measured,488.8,-877.5,2329.8,-268.5,-875.9,2330.1,-268.8,,,,,,,,,,0
measured,502.4,-864.2,2324.8,-268.3,-875.3,2322.4,-268.6,-449.0,-695.5,-307.2,,,,,,,0
measured,522.6,-845.6,2319.8,-273.4,-858.1,2316.5,-273.2,-226.6,-616.8,-439.9,,,,,,,0
measured,538.8,-855.3,2306.9,-274.5,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,555.9,,,,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,570.0,-1511.0,2114.7,-239.8,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,585.5,-1540.7,2094.9,-238.6,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,601.4,-1528.1,2083.9,-243.5,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,617.0,-1511.8,2072.6,-246.1,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,633.0,,,,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,646.9,,,,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,660.3,,,,-855.5,2307.5,-276.0,-194.2,-608.9,-527.7,,,,,,,0
measured,672.2,-1612.3,1986.2,-261.7,-1612.3,1986.2,-261.7,,,,,,,,,,0
measured,686.6,-1619.9,1966.5,-264.9,-1619.9,1966.5,-264.9,,,,,,,,,,0
measured,701.7,-1582.2,1964.0,-259.8,-1582.2,1964.0,-259.8,,,,,,,,,,0
measured,717.8,-1563.7,1952.3,-262.3,-1564.1,1952.1,-262.3,,,,,,,,,,0
measured,733.1,-1577.7,1932.4,-263.6,-1572.4,1933.8,-264.2,815.8,-790.8,-304.3,,,,,,,0
measured,753.2,-1564.6,1922.8,-262.7,-1565.9,1920.7,-264.7,671.7,-761.4,-403.2,,,,,,,0
measured,768.0,-1594.9,1896.3,-262.9,-1584.6,1900.3,-264.9,359.0,-852.6,-470.7,,,,,,,0
measured,782.4,-1508.6,1892.4,-265.5,-1537.7,1889.8,-266.9,642.8,-843.7,-551.8,,,,,,,0
measured,798.7,,,,-1537.7,1889.8,-266.9,642.8,-843.7,-551.8,,,,,,,0
measured,811.8,,,,-1537.7,1889.8,-266.9,642.8,-843.7,-551.8,,,,,,,0
measured,831.5,,,,-1537.7,1889.8,-266.9,642.8,-843.7,-551.8,,,,,,,0
measured,845.6,-1501.0,1827.1,-262.8,-1499.7,1827.2,-263.9,634.8,-881.6,-867.7,,,,,,,0
measured,861.2,-1505.1,1808.7,-262.6,-1503.1,1809.3,-262.7,592.3,-905.9,-894.5,,,,,,,0
measured,892.6,,,,-1503.1,1809.3,-262.7,592.3,-905.9,-894.5,,,,,,,0
measured,912.5,,,,-1503.1,1809.3,-262.7,592.3,-905.9,-894.5,,,,,,,0
measured,925.1,,,,-1503.1,1809.3,-262.7,592.3,-905.9,-894.5,,,,,,,0
measured,939.9,-1476.2,1738.8,-262.8,-1476.6,1738.6,-263.2,515.7,-891.7,-1314.5,,,,,,,0
measured,950.1,-1865.6,1640.1,-195.1,-1476.6,1738.6,-263.2,515.7,-891.7,-1314.5,,,,,,,0
measured,964.9,,,,-1476.6,1738.6,-263.2,515.7,-891.7,-1314.5,,,,,,,0
measured,983.2,-2134.8,1547.2,-179.3,-1476.6,1738.6,-263.2,515.7,-891.7,-1314.5,,,,,,,0
measured,997.3,,,,-1476.6,1738.6,-263.2,515.7,-891.7,-1314.5,,,,,,,0
