throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
30,0,1431682.650894,,70.37,41.73,127.08,98.6,2350.1,-1064.3,True,,253.8,1.8,98.6,2350.1,-1064.3,,,,False,1,1,,,,,,,,,,,,,0
30,1,1431682.664302,13.41,64.58,45.84,128.82,115.2,2295.2,-1109.8,True,,249.4,0.1,115.2,2295.2,-1109.8,,,,False,2,2,,,,,,,,,,,,,0
30,2,1431682.680159,15.86,61.13,39.05,129.04,116.6,2255.6,-1044.7,True,,248.5,0.1,116.6,2255.6,-1044.7,,,,False,3,3,,,,,,,,,,,,,0
30,3,1431682.696679,16.52,58.04,33.54,130.39,108.6,2215.9,-994.4,True,,245.4,0.4,109.0,2215.5,-996.0,,,,False,4,4,,,,,,,,,,,,,0
30,4,1431682.712172,15.49,55.06,27.88,131.2,104.7,2179.2,-941.5,True,,243.4,0.2,104.3,2178.9,-943.7,25.6,-2657.4,2029.4,True,5,5,,,,,,,,,,,,,0
30,5,1431682.731096,18.92,51.8,22.5,132.16,101.1,2139.7,-891.8,True,,241.1,0.3,100.3,2138.3,-890.9,-55.5,-2491.7,2107.1,True,6,6,,,,,,,,,,,,,0
30,6,1431682.745587,14.49,48.56,17.55,133.5,94.9,2099.4,-847.0,True,,238.2,1.2,95.4,2101.5,-848.6,-116.1,-2454.7,2140.2,True,7,7,,,,,,,,,,,,,0
30,7,1431682.761585,16.0,45.66,12.64,133.92,95.3,2065.9,-800.6,True,,237.0,0.6,93.8,2065.0,-802.4,-128.9,-2397.7,2114.9,True,8,8,,,,,,,,,,,,,0
30,8,1431682.777317,15.73,42.57,7.95,135.73,84.7,2025.1,-759.2,True,,233.4,0.1,86.7,2026.2,-759.8,-168.6,-2373.0,2053.1,True,9,9,,,,,,,,,,,,,0
30,9,1431682.792946,15.63,39.2,3.91,135.99,90.1,1989.1,-721.1,True,,232.5,0.8,87.2,1989.0,-720.9,-162.0,-2348.2,1966.1,True,10,10,,,,,,,,,,,,,0
30,10,1431682.811281,18.34,36.32,0.4,137.92,79.4,1951.1,-691.5,True,,228.8,0.4,81.0,1949.3,-687.5,-178.8,-2311.3,1806.8,True,11,11,,,,,,,,,,,,,0
30,11,1431682.826141,14.86,33.14,-3.38,138.46,82.0,1915.8,-656.5,True,,227.5,0.7,80.3,1915.9,-657.7,-175.9,-2288.3,1692.7,True,12,12,,,,,,,,,,,,,0
30,12,1431682.837075,10.93,29.93,-6.67,140.28,74.2,1875.6,-629.0,True,,224.1,0.5,76.0,1882.0,-632.6,-185.1,-2300.3,1621.2,True,13,13,,,,,,,,,,,,,0
30,13,1431682.853071,16.0,27.19,-9.84,141.48,70.0,1842.3,-601.2,True,,221.9,0.0,70.8,1841.8,-601.8,-192.4,-2293.8,1491.7,True,14,14,,,,,,,,,,,,,0
30,14,1431682.869632,16.56,24.13,-12.82,143.64,59.0,1802.3,-577.2,True,,218.2,0.6,61.3,1801.5,-575.8,-208.4,-2287.1,1348.8,True,15,15,,,,,,,,,,,,,0
30,15,1431682.880961,11.33,20.94,-15.5,146.02,47.2,1760.6,-556.7,True,,214.2,1.2,50.8,1765.7,-557.5,-264.2,-2281.4,1381.5,True,15,15,,,,,,,,,,,,,0
30,16,1431682.890581,9.62,17.91,-17.44,145.25,63.7,1734.3,-537.1,True,,215.0,0.7,55.0,1736.6,-540.1,-261.8,-2315.0,1298.2,True,15,15,,,,,,,,,,,,,0
30,17,1431682.904908,14.33,14.97,-19.36,146.68,60.5,1699.7,-522.1,True,,212.6,0.0,56.7,1698.2,-520.9,-249.0,-2345.5,1178.2,True,15,15,,,,,,,,,,,,,0
30,18,1431682.921334,16.43,11.79,-21.21,148.19,57.8,1662.6,-507.9,True,,210.1,0.8,57.0,1659.2,-505.3,-240.5,-2369.5,1021.9,True,15,15,,,,,,,,,,,,,0
30,19,1431682.936976,15.64,8.74,-22.27,148.86,63.2,1631.1,-499.8,True,,208.8,0.4,61.0,1627.2,-496.8,-217.6,-2382.7,868.4,True,15,15,,,,,,,,,,,,,0
30,20,1431682.956052,19.08,5.74,-23.69,150.82,56.3,1594.3,-490.7,True,,205.8,0.5,58.3,1591.3,-489.4,-198.4,-2363.4,658.2,True,15,15,,,,,,,,,,,,,0
30,21,1431682.968177,12.13,2.81,-24.64,152.41,53.3,1560.2,-485.4,True,,203.4,0.2,55.0,1562.6,-485.6,-187.2,-2367.8,517.9,True,15,15,,,,,,,,,,,,,0
30,22,1431682.984998,16.82,-0.1,-25.32,154.05,50.3,1526.3,-482.9,True,,201.0,0.0,51.0,1526.3,-482.9,-168.5,-2345.8,331.3,True,15,15,,,,,,,,,,,,,0
30,23,1431683.000675,15.68,-2.88,-25.86,155.36,49.7,1495.1,-481.1,True,,199.0,0.1,49.1,1494.2,-481.7,-160.0,-2318.1,157.5,True,15,15,-57.4,-56.4,-855.1,870.0,-96.5,-1397.6,-1826.1,1.0,0.0,1.0,False,,0
30,24,1431683.021814,21.14,-6.14,-26.17,157.66,42.9,1455.8,-483.6,True,,195.8,0.1,43.6,1454.3,-483.9,-142.7,-2264.6,-69.1,True,15,15,,,,,,,,,,,,,0
30,25,1431683.035143,13.33,-8.98,-26.04,159.22,41.6,1423.8,-488.9,True,,193.7,0.1,41.2,1425.4,-488.5,-137.0,-2213.6,-240.3,True,15,15,,,,,,,,,,,,,0
30,26,1431683.049475,14.33,-11.67,-26.08,160.45,42.2,1394.4,-491.8,True,,192.0,0.1,40.8,1395.0,-492.9,-118.0,-2157.3,-406.0,True,15,15,,,,,,,,,,,,,0
30,27,1431683.066415,16.94,-14.8,-25.69,162.92,34.5,1356.3,-501.5,True,,188.8,0.5,35.9,1357.4,-501.6,-116.4,-2121.4,-585.0,True,15,15,,,,,,,,,,,,,0
30,28,1431683.081694,15.28,-17.47,-24.82,164.43,34.2,1326.9,-513.9,True,,186.9,0.1,33.7,1326.1,-513.3,-113.7,-2075.5,-747.6,True,15,15,,,,,,,,,,,,,0
30,29,1431683.097341,15.65,-20.2,-24.2,165.64,36.3,1298.0,-523.2,True,,185.3,0.4,34.5,1296.3,-524.5,-117.8,-2025.9,-905.6,True,15,15,,,,,,,,,,,,,0
30,30,1431683.116753,19.41,-23.05,-22.92,167.57,33.7,1265.6,-540.5,True,,183.0,0.1,33.6,1263.4,-541.2,-139.5,-1984.3,-1084.4,True,15,15,,,,,,,,,,,,,0
30,31,1431683.129542,12.79,-26.09,-21.45,170.11,26.8,1229.3,-560.9,True,,180.0,0.2,29.1,1233.3,-558.6,-144.3,-1973.5,-1200.3,True,15,15,,,,,,,,,,,,,0
30,32,1431683.144763,15.22,-29.01,-20.18,172.1,24.0,1196.1,-578.1,True,,177.8,0.3,24.8,1198.2,-578.4,-151.3,-1968.3,-1331.0,True,15,15,,,,,,,,,,,,,0
30,33,1431683.160633,15.87,-31.75,-18.32,174.28,19.6,1164.3,-601.5,True,,175.4,0.1,20.1,1164.1,-601.6,-161.6,-1964.3,-1466.3,True,15,15,,,,,,,,,,,,,0
30,34,1431683.176986,16.35,-34.08,-16.15,175.38,23.6,1141.2,-625.8,True,,174.1,0.1,21.1,1137.2,-626.5,-148.6,-1942.4,-1606.5,True,15,15,,,,,,,,,,,,,0
30,35,1431683.195594,18.61,-37.22,-14.16,178.43,13.6,1102.5,-652.2,True,,171.0,0.2,15.3,1102.4,-654.1,-152.1,-1915.2,-1756.8,True,15,15,,,,,,,,,,,,,0
30,36,1431683.20997,14.38,-39.93,-11.58,179.8,17.6,1075.2,-681.0,True,,169.6,0.1,15.7,1075.3,-680.4,-147.7,-1905.2,-1874.4,True,15,15,,,,,,,,,,,,,0
30,37,1431683.224629,14.66,-42.57,-8.86,181.9,15.0,1045.7,-712.8,True,,167.5,0.1,14.7,1046.4,-711.3,-144.7,-1894.7,-1999.5,True,15,15,,,,,,,,,,,,,0
30,38,1431683.236845,12.22,-44.74,-6.22,183.24,17.0,1023.5,-741.9,True,,166.1,0.3,15.7,1023.3,-740.2,-133.4,-1883.0,-2108.6,True,15,15,,,,,,,,,,,,,0
30,39,1431683.252736,15.89,-47.8,-3.4,185.73,13.0,988.7,-775.4,True,,163.7,1.1,13.9,990.2,-776.3,-130.7,-1864.6,-2242.0,True,15,15,,,,,,,,,,,,,0
30,40,1431683.271746,19.01,-49.37,0.2,186.36,20.2,976.0,-812.4,True,,163.1,0.2,18.0,969.1,-815.7,-112.7,-1814.3,-2389.5,True,15,15,,,,,,,,,,,,,0
30,41,1431683.281027,,,,,,,,,low_disp(2px),1.7,,18.0,969.1,-815.7,-112.7,-1814.3,-2389.5,True,15,15,,,,,,,,,,,,,0
30,42,1431683.289699,17.95,-55.09,7.4,191.46,12.0,911.3,-894.8,True,,158.5,0.1,14.3,920.5,-884.5,-101.2,-1813.3,-2576.4,True,15,15,,,,,,,,,,,,,0
30,43,1431683.305154,15.45,-57.46,11.45,194.3,4.0,882.6,-940.9,True,,156.1,0.1,6.9,883.9,-939.8,-108.5,-1818.2,-2743.7,True,15,15,,,,,,,,,,,,,0
30,44,1431683.321516,16.36,-59.88,15.42,196.85,-1.4,854.7,-985.7,True,,154.0,0.3,-0.2,852.0,-990.2,-117.8,-1814.0,-2909.7,True,15,15,,,,,,,,,,,,,0
30,45,1431683.339674,18.16,-62.07,19.58,198.69,-1.1,831.9,-1030.8,True,,152.5,0.1,-2.8,826.6,-1037.6,-115.3,-1786.5,-3061.7,True,15,15,,,,,,,,,,,,,0
30,46,1431683.353796,14.12,-64.37,24.09,200.66,-1.0,808.0,-1079.5,True,,150.9,0.0,-2.8,806.3,-1080.3,-109.4,-1751.9,-3182.8,True,15,15,,,,,,,,,,,,,0
30,47,1431683.370058,16.26,-66.42,25.81,202.28,-3.5,784.7,-1100.3,True,,149.6,0.1,-3.9,783.5,-1110.9,-111.6,-1723.3,-3277.0,True,15,15,,,,,,,,,,,,,0
30,48,1431683.38657,16.51,-69.23,21.86,202.64,-1.3,753.4,-1063.1,True,,149.2,0.3,-2.6,755.3,-1092.3,-109.3,-1708.9,-3246.2,True,15,15,,,,,,,,,,,,,0
30,49,1431683.402037,15.47,-72.4,18.17,204.11,-6.9,714.6,-1030.9,True,,148.0,0.2,-5.5,719.8,-1054.9,-117.5,-1718.7,-3113.9,True,15,15,,,,,,,,,,,,,0
30,50,1431683.419393,17.36,-74.52,14.62,203.74,-0.5,693.0,-996.0,True,,148.2,0.1,-0.5,693.0,-996.0,,,,False,4,4,,,,,,,,,,,,,1
30,51,1431683.43248,13.09,-77.5,11.26,205.02,-4.6,657.0,-966.6,True,,147.1,0.2,-4.6,657.0,-966.6,-6.4,-1968.0,1788.1,False,5,5,,,,,,,,,,,,,1
30,52,1431683.449861,17.38,-80.72,8.19,206.33,-7.6,619.0,-940.1,True,,146.1,0.0,-7.4,619.1,-940.1,-40.7,-2014.9,1605.5,False,6,6,,,,,,,,,,,,,1
30,53,1431683.465769,15.91,-84.67,5.76,209.26,-20.6,568.4,-923.4,True,,143.9,0.3,-18.7,571.2,-922.5,-134.5,-2145.5,1390.9,True,7,7,,,,,,,,,,,,,1
30,54,1431683.481098,15.33,-85.92,3.24,207.48,-3.7,561.7,-895.5,True,,145.0,0.1,-10.1,552.8,-898.6,-76.1,-2059.6,1254.9,True,8,8,,,,,,,,,,,,,1
30,55,1431683.500082,18.98,-88.6,0.83,209.02,-9.9,528.4,-875.8,True,,143.8,0.2,-9.7,525.1,-876.1,-67.6,-1987.2,1064.8,True,9,9,,,,,,,,,,,,,1
30,56,1431683.514457,14.38,-91.68,-1.16,210.37,-11.9,492.7,-859.9,True,,142.8,0.1,-11.0,495.8,-860.5,-66.9,-1972.3,927.0,True,10,10,,,,,,,,,,,,,1
30,57,1431683.529581,15.12,-94.03,-2.77,211.22,-12.0,466.2,-846.6,True,,142.1,0.1,-11.8,466.8,-846.7,-63.8,-1950.7,782.0,True,11,11,,,,,,,,,,,,,1
30,58,1431683.545107,15.53,-96.29,-4.14,211.58,-7.8,442.8,-834.6,True,,141.8,0.1,-9.4,441.1,-834.7,-49.9,-1918.8,635.2,True,12,12,,,,,,,,,,,,,1
30,59,1431683.561358,16.25,-99.6,-5.63,213.94,-17.0,401.4,-825.7,True,,140.1,0.1,-14.1,405.0,-825.4,-57.9,-1915.0,480.0,True,13,13,,,,,,,,,,,,,1
30,60,1431683.579275,17.92,-102.07,-6.63,214.47,-12.7,375.8,-817.8,True,,139.7,0.1,-13.8,373.7,-817.8,-53.6,-1893.3,310.7,True,14,14,,,,,,,,,,,,,1
30,61,1431683.593985,14.71,-104.69,-7.13,215.89,-14.7,345.7,-816.5,True,,138.7,0.1,-14.6,345.9,-815.6,-52.7,-1880.7,168.6,True,15,15,,,,,,,,,,,,,1
30,62,1431683.608424,14.44,-107.87,-7.74,218.14,-22.0,306.9,-816.0,True,,137.1,0.3,-19.7,311.2,-815.5,-63.0,-1882.0,29.0,True,15,15,,,,,,,,,,,,,1
30,63,1431683.624832,16.41,-110.72,-8.17,219.82,-25.3,273.7,-816.0,True,,136.0,0.2,-24.5,274.5,-816.5,-70.3,-1879.1,-128.9,True,15,15,,,,,,,,,,,,,1
30,64,1431683.637197,12.37,-111.45,-8.05,217.81,-4.1,275.6,-813.3,True,,137.2,0.1,-13.1,264.7,-815.6,-51.4,-1852.7,-242.9,True,15,15,,,,,,,,,,,,,1
30,65,1431683.655498,18.3,-114.99,-7.73,220.63,-13.3,232.4,-823.1,True,,135.4,0.0,-11.8,233.4,-822.2,-34.7,-1815.7,-417.4,True,15,15,,,,,,,,,,,,,1
30,66,1431683.66901,13.51,-117.49,-7.4,222.36,-17.2,202.9,-830.6,True,,134.2,0.3,-14.6,205.7,-829.9,-28.4,-1803.0,-538.8,True,15,15,,,,,,,,,,,,,1
30,67,1431683.679166,10.16,-120.58,-6.85,224.5,-21.9,166.7,-841.2,True,,132.9,0.0,-18.9,175.5,-839.1,-31.4,-1822.8,-638.5,True,15,15,,,,,,,,,,,,,1
30,68,1431683.68886,9.69,-123.61,-6.13,226.8,-28.0,130.7,-853.8,True,,131.5,0.5,-24.4,141.5,-850.7,-64.6,-1900.7,-753.2,True,15,15,,,,,,,,,,,,,1
30,69,1431683.705414,16.55,-125.45,-4.86,227.33,-22.5,113.3,-867.9,True,,131.1,0.2,-25.1,107.3,-868.1,-57.6,-1913.7,-918.4,True,15,15,,,,,,,,,,,,,1
30,70,1431683.723459,18.04,-126.58,-3.38,226.63,-8.9,107.7,-881.3,True,,131.4,0.1,-14.8,94.7,-884.1,-35.3,-1870.2,-1091.8,True,15,15,,,,,,,,,,,,,1
