source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-380.7,2344.7,-1102.4,-380.7,2344.7,-1102.4,,,,,,,,,,0
measured,16.9,-386.9,2294.0,-1057.9,-386.9,2294.0,-1057.9,,,,,,,,,,0
measured,35.2,-381.1,2245.9,-1010.6,-381.2,2245.9,-1010.6,,,,,,,,,,0
measured,48.7,-388.6,2195.4,-969.0,-388.5,2195.7,-969.2,,,,,,,,,,0
measured,64.9,-394.8,2146.1,-929.0,-395.1,2144.6,-928.0,-176.2,-2990.8,2319.7,,,,,,,0
measured,81.5,-373.0,2104.4,-896.2,-380.4,2100.8,-893.9,14.2,-2915.8,2122.5,,,,,,,0
measured,97.6,-411.7,2042.0,-871.1,-400.7,2045.4,-867.7,-168.1,-2970.3,1892.3,,,,,,,0
measured,117.0,-401.1,2003.0,-840.2,-403.8,1997.6,-838.8,-173.4,-2881.4,1645.6,,,,,,,0
measured,129.6,-416.7,1953.0,-814.1,-413.4,1956.7,-816.7,-227.0,-2888.8,1519.5,,,,,,,0
measured,146.0,-408.5,1911.5,-790.1,-412.8,1910.4,-791.3,-215.9,-2859.5,1355.5,,,,,,,0
measured,162.3,-408.1,1864.9,-765.4,-410.7,1864.5,-766.8,-198.6,-2833.6,1204.1,,,,,,,0
measured,177.5,-406.3,1820.0,-742.9,-407.9,1820.3,-744.4,-177.3,-2814.3,1071.3,,,,,,,0
measured,196.3,-416.7,1772.3,-729.1,-413.7,1770.6,-727.0,-177.2,-2780.0,889.3,,,,,,,0
measured,211.3,-412.8,1728.0,-714.6,-413.9,1728.5,-714.4,-165.9,-2758.7,748.3,,,,,,,0
measured,225.8,-409.0,1684.9,-703.9,-411.2,1686.2,-704.0,-149.4,-2743.3,613.7,,,,,,,0
measured,241.4,-414.1,1639.7,-691.1,-412.8,1640.4,-692.5,-139.4,-2732.8,475.1,,,,,,,0
measured,256.6,-431.8,1584.3,-690.7,-425.5,1588.5,-688.7,-158.5,-2739.3,326.2,,,,,,,0
measured,275.2,-416.4,1550.4,-686.3,-421.6,1544.2,-685.9,-134.8,-2702.6,143.7,,,,,,,0
measured,290.1,-428.1,1503.0,-684.1,-426.1,1503.5,-684.7,-134.3,-2694.5,10.3,,,,,,,0
measured,308.0,-431.2,1462.4,-683.9,-430.6,1460.2,-684.8,-140.0,-2671.5,-143.1,,,,,,,0
measured,330.0,,,,-430.6,1460.2,-684.8,-140.0,-2671.5,-143.1,,,,,,,0
measured,344.6,-424.1,1339.4,-697.1,-425.7,1342.5,-697.0,-86.1,-2648.6,-470.1,,,,,,,0
measured,366.8,-421.7,1301.1,-705.0,-421.7,1294.9,-706.2,-82.8,-2630.1,-666.9,,,,,,,0
measured,382.8,-438.4,1251.5,-718.0,-432.7,1252.6,-717.6,-87.5,-2607.0,-816.4,,,,,,,0
measured,401.1,-434.6,1214.4,-731.2,-435.6,1212.0,-731.8,-101.1,-2581.2,-974.3,,,,,,,0
measured,416.5,-443.6,1167.8,-748.6,-442.1,1170.3,-748.0,-111.9,-2561.6,-1110.1,,,,,,,0
measured,433.1,,,,-442.1,1170.3,-748.0,-111.9,-2561.6,-1110.1,,,,,,,0
measured,449.8,,,,-442.1,1170.3,-748.0,-111.9,-2561.6,-1110.1,,,,,,,0
measured,463.5,,,,-442.1,1170.3,-748.0,-111.9,-2561.6,-1110.1,,,,,,,0
measured,478.7,,,,-442.1,1170.3,-748.0,-111.9,-2561.6,-1110.1,,,,,,,0
measured,505.9,-462.4,924.7,-900.2,-462.5,924.9,-900.1,-126.2,-2428.1,-1843.1,,,,,,,0
measured,523.1,-454.2,897.4,-928.2,-457.1,891.4,-931.5,-122.4,-2405.0,-1987.7,,,,,,,0
measured,539.8,-456.2,856.9,-961.2,-455.9,855.5,-963.3,-125.4,-2374.5,-2124.0,,,,,,,0
measured,555.2,685.4,1644.8,-639.5,-455.9,855.5,-963.3,-125.4,-2374.5,-2124.0,,,,,,,0
measured,569.7,,,,-455.9,855.5,-963.3,-125.4,-2374.5,-2124.0,,,,,,,0
measured,584.1,-394.1,797.6,-1068.3,-398.0,794.8,-1068.2,-55.9,-2242.3,-2439.2,,,,,,,0
measured,605.5,-401.9,760.9,-1078.1,-394.1,763.0,-1087.6,-10.2,-2167.5,-2561.2,,,,,,,0
measured,621.3,,,,-394.1,763.0,-1087.6,-10.2,-2167.5,-2561.2,,,,,,,0
measured,636.7,,,,-394.1,763.0,-1087.6,-10.2,-2167.5,-2561.2,,,,,,,0
measured,652.0,-404.6,692.6,-990.5,-402.4,693.0,-1000.5,23.1,-2032.9,-2664.3,,,,,,,0
measured,668.0,-254.3,24.3,-918.8,-402.4,693.0,-1000.5,23.1,-2032.9,-2664.3,,,,,,,0
measured,686.6,-299.4,-10.6,-919.4,-402.4,693.0,-1000.5,23.1,-2032.9,-2664.3,,,,,,,0
