throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
6,0,1226072.467166,,64.09,6.18,130.49,141.6,2494.9,-667.4,True,,249.0,5.9,141.6,2494.9,-667.4,,,,False,1,1,,,,,,,,,,,,,0
6,1,1226072.491858,24.69,56.47,12.23,139.27,118.9,2391.6,-744.9,True,,232.0,5.6,118.9,2391.6,-744.9,,,,False,2,2,,,,,,,,,,,,,0
6,2,1226072.517573,25.71,47.82,17.72,143.21,140.9,2302.9,-805.5,True,,224.5,5.7,132.4,2299.4,-809.9,,,,False,3,3,,,,,,,,,,,,,0
6,3,1226072.54036,22.79,39.95,24.18,150.54,132.5,2205.0,-883.7,True,,212.6,5.2,123.6,2204.9,-886.0,,,,False,4,4,,,,,,,,,,,,,0
6,4,1226072.556414,16.05,31.96,30.72,156.69,134.8,2112.1,-959.8,True,,203.5,5.0,122.3,2126.5,-951.2,,,,False,5,5,,,,,,,,,,,,,0
6,5,1226072.581295,24.88,24.62,35.07,164.5,115.3,2014.3,-1018.6,True,,193.1,5.1,111.5,2016.9,-1033.8,,,,False,6,6,,,,,,,,,,,,,0
6,6,1226072.604601,23.31,20.05,28.79,167.14,103.1,1955.7,-962.7,True,,189.7,6.5,101.0,1935.3,-1045.4,-506.1,-4090.8,-3021.0,True,7,7,,,,,,,,,,,,,0
6,7,1226072.629338,24.74,15.55,21.92,167.52,108.2,1908.1,-895.7,True,,188.9,5.7,97.9,1869.6,-1014.0,-401.1,-3695.5,-2048.7,True,8,8,,,,,,,,,,,,,0
6,8,1226072.652051,22.71,11.13,16.2,169.2,104.3,1856.0,-843.0,True,,186.7,5.6,104.3,1856.0,-843.0,,,,False,2,2,,,,,,,,,,,,,1
6,9,1226072.668127,16.08,6.57,9.78,167.67,126.7,1817.8,-776.1,True,,188.0,5.2,121.9,1818.1,-782.0,,,,False,3,3,,,,,,,,,,,,,1
6,10,1226072.691947,23.82,2.2,5.47,171.96,103.7,1754.7,-743.1,True,,183.0,3.9,110.7,1758.7,-738.1,,,,False,4,4,,,,,,,,,,,,,1
6,11,1226072.716615,24.67,-2.19,0.85,173.86,100.2,1702.8,-701.6,True,,180.7,2.9,102.7,1701.9,-697.9,,,,False,5,5,,,,,,,,,,,,,1
