throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
85,0,1430268.277962,,65.68,37.24,126.66,114.9,2304.5,-1020.9,True,,254.0,0.1,114.9,2304.5,-1020.9,,,,False,1,1,,,,,,,,,,,,,0
85,1,1430268.294021,16.06,59.27,41.61,129.91,121.3,2238.1,-1072.0,True,,246.5,0.6,121.3,2238.1,-1072.0,,,,False,2,2,,,,,,,,,,,,,0
85,2,1430268.313322,19.3,53.46,44.77,132.89,125.4,2176.8,-1110.7,True,,240.0,0.0,125.4,2176.8,-1110.7,,,,False,3,3,,,,,,,,,,,,,0
85,3,1430268.329735,16.41,49.48,40.24,133.79,126.9,2132.0,-1069.3,True,,237.8,0.4,127.0,2131.7,-1070.8,,,,False,4,4,,,,,,,,,,,,,0
85,4,1430268.343781,14.05,45.7,35.6,134.92,125.4,2088.0,-1027.3,True,,235.3,0.1,125.9,2088.9,-1029.7,157.9,-3161.4,-426.0,True,5,5,,,,,,,,,,,,,0
85,5,1430268.36373,19.95,41.81,31.6,136.12,124.7,2043.4,-991.7,True,,232.7,0.3,125.0,2040.6,-989.3,103.5,-2954.6,96.3,True,6,6,,,,,,,,,,,,,0
85,6,1430268.380431,16.7,37.97,27.8,136.99,127.1,2000.9,-957.3,True,,230.7,0.2,126.4,1999.8,-956.9,88.8,-2829.3,387.7,True,7,7,,,,,,,,,,,,,0
85,7,1430268.395587,15.16,34.13,24.2,137.8,130.4,1958.8,-924.9,True,,228.8,0.0,129.2,1959.8,-926.5,91.6,-2762.9,555.0,True,8,8,,,,,,,,,,,,,0
85,8,1430268.41033,14.74,30.4,20.92,139.27,127.9,1915.3,-896.9,True,,225.9,0.1,129.0,1917.5,-898.1,78.2,-2731.4,637.9,True,9,9,,,,,,,,,,,,,0
85,9,1430268.424075,13.75,26.64,17.97,140.46,128.7,1873.1,-871.5,True,,223.5,0.2,129.0,1875.6,-872.6,70.0,-2720.6,675.5,True,10,10,,,,,,,,,,,,,0
85,10,1430268.438286,14.21,19.2,12.49,143.12,127.9,1788.7,-825.4,True,,218.5,0.2,128.5,1805.7,-834.2,60.6,-2817.2,729.2,True,11,11,,,,,,,,,,,,,0
85,11,1430268.452967,14.68,15.52,10.1,144.43,128.2,1747.4,-805.7,True,,216.1,0.2,128.2,1747.9,-805.3,53.3,-2865.6,724.0,True,12,12,,,,,,,,,,,,,0
85,12,1430268.47085,17.88,11.96,8.01,145.43,131.1,1708.8,-788.3,True,,214.2,0.3,130.2,1699.2,-783.4,52.3,-2860.4,650.6,True,13,13,,,,,,,,,,,,,0
85,13,1430268.485896,15.05,8.17,6.27,146.76,132.8,1667.0,-775.1,True,,211.9,0.2,132.2,1661.8,-771.3,53.0,-2850.0,576.8,True,14,14,,,,,,,,,,,,,0
85,14,1430268.502246,16.35,4.61,4.73,148.11,133.6,1627.5,-763.7,True,,209.6,0.1,133.6,1623.6,-761.5,53.3,-2824.1,472.4,True,15,15,,,,,,,,,,,,,0
85,15,1430268.516905,14.66,0.99,3.27,149.21,137.0,1588.7,-752.8,True,,207.7,0.0,136.3,1587.8,-752.8,47.4,-2792.4,608.4,True,15,15,,,,,,,,,,,,,0
85,16,1430268.530897,13.99,-2.3,2.18,149.72,144.7,1555.7,-744.0,True,,206.6,0.5,142.4,1554.7,-745.0,59.7,-2780.5,622.7,True,15,15,,,,,,,,,,,,,0
85,17,1430268.547742,16.85,-6.72,1.49,153.65,127.9,1498.6,-746.5,True,,200.9,0.0,134.2,1503.5,-744.1,48.5,-2786.0,445.8,True,15,15,146.1,453.8,-918.0,430.0,34.1,-1961.2,1287.2,1.0,0.0,1.0,False,,0
85,18,1430268.570367,22.62,-10.14,0.82,155.43,125.8,1459.6,-744.6,True,,198.3,0.1,126.9,1455.1,-744.5,34.6,-2739.5,202.7,True,15,15,,,,,,,,,,,,,0
85,19,1430268.587827,17.46,-13.77,0.65,158.03,118.1,1415.8,-749.3,True,,194.8,0.1,119.2,1415.6,-749.0,6.6,-2702.2,11.7,True,15,15,,,,,,,,,,,,,0
85,20,1430268.608504,20.68,-16.96,0.63,156.2,148.1,1394.7,-746.2,True,,196.7,0.4,139.0,1388.2,-749.1,27.0,-2588.6,-214.3,True,15,15,,,,,,,,,,,,,0
85,21,1430268.625182,16.68,-20.6,0.31,159.15,137.2,1349.2,-750.1,True,,192.8,1.0,140.3,1352.7,-751.4,28.4,-2486.1,-401.9,True,15,15,,,,,,,,,,,,,0
85,22,1430268.64315,17.97,-22.95,1.1,153.4,199.6,1352.9,-746.9,True,,199.8,0.8,184.0,1343.0,-750.2,124.6,-2318.1,-579.7,True,15,15,,,,,,,,,,,,,0
85,23,1430268.658411,15.26,-31.01,2.24,164.09,141.7,1236.9,-782.0,True,,186.2,0.2,163.3,1266.1,-773.0,115.1,-2278.5,-768.0,True,15,15,,,,,,,,,,,,,0
85,24,1430268.673353,14.94,-34.75,2.9,166.95,133.6,1192.0,-795.3,True,,182.8,1.0,144.1,1201.3,-793.1,94.6,-2247.8,-948.1,True,15,15,,,,,,,,,,,,,0
85,25,1430268.688983,15.63,-37.51,4.35,166.7,150.2,1169.8,-809.9,True,,182.9,0.3,144.8,1160.6,-811.4,95.6,-2252.8,-1093.5,True,15,15,,,,,,,,,,,,,0
85,26,1430268.705467,16.48,-40.37,5.85,167.43,158.7,1142.6,-826.9,True,,181.9,0.2,152.8,1131.7,-829.4,104.3,-2246.6,-1238.4,True,15,15,,,,,,,,,,,,,0
85,27,1430268.726307,20.84,-45.61,7.94,172.67,138.4,1075.9,-859.4,True,,176.1,1.0,143.0,1077.6,-859.3,83.1,-2250.0,-1425.0,True,15,15,,,,,,,,,,,,,0
85,28,1430268.745088,18.78,-48.31,9.53,173.79,142.9,1048.7,-878.1,True,,174.8,0.2,141.5,1043.7,-881.2,69.7,-2238.1,-1578.5,True,15,15,,,,,,,,,,,,,0
85,29,1430268.761776,16.69,-51.77,11.75,175.74,144.4,1011.9,-904.7,True,,172.6,0.2,142.7,1011.1,-905.2,58.1,-2225.9,-1713.4,True,15,15,,,,,,,,,,,,,0
85,30,1430268.779285,17.51,-55.02,13.96,177.81,143.7,976.4,-931.5,True,,170.4,0.0,143.3,976.3,-932.2,49.2,-2211.5,-1844.5,True,15,15,,,,,,,,,,,,,0
85,31,1430268.796155,16.87,-58.24,16.54,179.35,148.4,943.8,-960.8,True,,168.8,0.2,146.9,943.4,-961.0,57.9,-2191.9,-1962.2,True,15,15,,,,,,,,,,,,,0
85,32,1430268.814461,18.31,-61.87,19.42,182.12,144.5,902.8,-995.7,True,,166.1,0.3,145.8,904.1,-995.7,33.7,-2196.6,-2096.4,True,15,15,,,,,,,,,,,,,0
85,33,1430268.833084,18.62,-64.98,22.11,183.63,149.2,871.5,-1025.9,True,,164.6,0.2,148.3,869.8,-1028.3,9.5,-2166.8,-2220.8,True,15,15,,,,,,,,,,,,,0
85,34,1430268.848881,15.8,-69.64,27.15,182.83,184.9,838.5,-1075.1,True,,165.0,3.7,173.8,838.8,-1070.5,17.3,-2144.9,-2347.7,True,15,15,,,,,,,,,,,,,0
