source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-1482.6,985.3,-1079.0,-1482.6,985.3,-1079.0,,,,,,,,,,0
measured,15.9,-1489.5,977.1,-1081.0,-1489.5,977.1,-1081.0,,,,,,,,,,0
measured,30.5,,,,-1489.5,977.1,-1081.0,,,,,,,,,,0
measured,46.0,,,,-1489.5,977.1,-1081.0,,,,,,,,,,0
measured,61.6,-1517.0,953.6,-1088.8,-1517.0,953.6,-1088.8,,,,,,,,,,0
measured,81.5,-1554.9,925.1,-1101.0,-1554.6,925.3,-1101.0,,,,,,,,,,0
measured,95.7,,,,-1554.6,925.3,-1101.0,,,,,,,,,,0
measured,109.6,,,,-1554.6,925.3,-1101.0,,,,,,,,,,0
measured,126.0,-1675.2,850.6,-1131.4,-1673.7,851.1,-1131.9,-1413.1,-1000.7,-1009.0,,,,,,,0
measured,149.1,,,,-1673.7,851.1,-1131.9,-1413.1,-1000.7,-1009.0,,,,,,,0
measured,168.2,-1757.8,793.4,-1155.8,-1759.9,792.5,-1157.2,-1622.3,-1120.5,-1260.9,,,,,,,0
measured,186.2,,,,-1759.9,792.5,-1157.2,-1622.3,-1120.5,-1260.9,,,,,,,0
measured,202.0,,,,-1759.9,792.5,-1157.2,-1622.3,-1120.5,-1260.9,,,,,,,0
measured,217.9,-1785.7,758.7,-1169.2,-1788.6,757.3,-1170.7,-1498.2,-1074.7,-1474.0,,,,,,,0
measured,234.7,-1771.8,759.1,-1167.8,-1776.6,756.5,-1170.1,-1379.9,-1023.6,-1494.6,,,,,,,0
measured,254.7,-1806.8,733.1,-1176.0,-1797.9,737.5,-1176.1,-1327.0,-1001.8,-1567.4,,,,,,,0
measured,273.1,-1792.0,732.7,-1177.4,-1796.6,730.5,-1179.4,-1242.2,-963.0,-1632.1,,,,,,,0
measured,291.3,-1722.5,750.9,-1167.0,-1744.1,742.6,-1172.9,-1084.7,-897.8,-1685.9,,,,,,,0
measured,310.4,-1750.2,725.5,-1177.4,-1739.9,731.1,-1177.0,-984.6,-859.7,-1756.7,,,,,,,0
measured,330.3,,,,-1739.9,731.1,-1177.0,-984.6,-859.7,-1756.7,,,,,,,0
measured,349.6,,,,-1739.9,731.1,-1177.0,-984.6,-859.7,-1756.7,,,,,,,0
measured,364.7,,,,-1739.9,731.1,-1177.0,-984.6,-859.7,-1756.7,,,,,,,0
measured,380.0,,,,-1739.9,731.1,-1177.0,-984.6,-859.7,-1756.7,,,,,,,0
measured,395.7,-1688.4,701.5,-1160.4,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,412.4,,,,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,430.8,,,,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,446.4,,,,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,463.1,16.7,1496.1,-747.6,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,480.7,,,,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,496.7,42.8,1495.5,-741.0,-1688.3,701.5,-1161.1,-712.0,-742.4,-2140.5,,,,,,,0
measured,515.8,135.5,1537.3,-744.6,135.5,1537.3,-744.6,,,,,,,,,,0
measured,531.0,138.0,1538.1,-744.7,138.0,1538.1,-744.7,,,,,,,,,,0
measured,544.8,,,,138.0,1538.1,-744.7,,,,,,,,,,0
measured,558.7,,,,138.0,1538.1,-744.7,,,,,,,,,,0
measured,574.1,,,,138.0,1538.1,-744.7,,,,,,,,,,0
measured,592.0,,,,138.0,1538.1,-744.7,,,,,,,,,,0
measured,605.9,-1763.1,65.9,-1160.7,138.0,1538.1,-744.7,,,,,,,,,,0
measured,622.1,-1771.1,55.5,-1165.4,138.0,1538.1,-744.7,,,,,,,,,,0
measured,639.2,-1753.1,65.6,-1163.2,138.0,1538.1,-744.7,,,,,,,,,,0
measured,655.3,-1753.2,61.8,-1164.2,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,674.0,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,689.5,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,703.0,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,718.4,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,732.6,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,748.7,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,764.3,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,777.9,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,793.3,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,807.7,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,825.1,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,839.8,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,854.8,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,870.6,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,884.7,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,902.3,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,917.8,,,,-1753.2,61.8,-1164.2,,,,,,,,,,0
measured,934.7,-1535.4,486.2,-1210.0,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,951.0,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,964.6,-885.0,852.3,-990.3,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,984.5,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,999.1,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1013.1,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1026.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1041.1,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1059.4,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1074.0,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1088.3,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1103.2,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1119.6,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1135.7,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1150.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1166.0,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1182.1,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1197.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1215.7,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1231.3,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1245.4,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1265.4,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1282.0,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1297.6,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1311.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1329.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1344.7,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1358.4,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1379.8,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1395.4,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1412.0,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
measured,1427.5,,,,-1535.4,486.2,-1210.0,,,,,,,,,,0
