source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-791.5,690.2,-984.2,-791.5,690.2,-984.2,,,,,,,,,,0
measured,16.2,-799.2,683.8,-961.0,-799.2,683.8,-961.0,,,,,,,,,,0
measured,30.7,,,,-799.2,683.8,-961.0,,,,,,,,,,0
measured,45.3,-827.4,667.9,-925.1,-827.4,667.9,-925.1,,,,,,,,,,0
measured,62.3,-825.7,673.6,-907.2,-825.8,673.4,-907.2,,,,,,,,,,0
measured,76.7,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,91.4,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,107.0,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,122.8,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,139.4,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,155.4,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,169.8,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,185.7,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,202.9,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,221.9,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,236.0,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,274.7,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,291.1,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,305.8,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,321.9,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,338.3,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,353.3,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,372.7,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,385.9,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,401.6,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,419.0,,,,-825.8,673.4,-907.2,,,,,,,,,,0
measured,433.9,,,,-825.8,673.4,-907.2,,,,,,,,,,0
