throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
42,0,1430630.049253,,-127.42,3.27,238.52,-99.3,57.9,-970.6,True,,125.1,0.5,-99.3,57.9,-970.6,,,,False,1,1,,,,,,,,,,,,,0
42,1,1430630.068697,19.44,-127.0,3.53,235.87,-77.2,73.1,-967.7,True,,126.5,0.2,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,2,1430630.089838,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,3,1430630.105238,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,4,1430630.120382,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,5,1430630.133359,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,6,1430630.147276,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,7,1430630.165408,,,,,,,,,epipolar(dy=94px),178.8,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,8,1430630.180401,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,9,1430630.196908,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,10,1430630.213266,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
42,11,1430630.230227,,,,,,,,,,,,-77.2,73.1,-967.7,,,,False,2,2,,,,,,,,,,,,,0
