source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-957.0,-68.3,-884.0,-957.0,-68.3,-884.0,,,,,,,,,,0
measured,12.4,-959.1,-69.5,-883.5,-959.1,-69.5,-883.5,,,,,,,,,,0
measured,20.3,-959.3,-73.5,-888.4,-959.3,-73.5,-888.4,,,,,,,,,,0
measured,36.3,-957.8,-71.9,-886.5,-957.8,-71.9,-886.6,,,,,,,,,,0
measured,51.4,-976.1,-89.1,-887.6,-972.7,-85.9,-887.5,,,,,,,,,,0
measured,69.3,-952.9,-67.0,-887.5,-960.2,-73.9,-888.4,-48.1,-89.8,-389.0,,,,,,,0
measured,82.8,-948.8,-62.1,-887.9,-951.8,-65.3,-889.3,62.1,33.5,-445.7,,,,,,,0
measured,99.5,-951.4,-63.4,-884.0,-949.5,-61.9,-887.5,83.1,70.4,-502.4,,,,,,,0
measured,114.1,-970.7,-82.3,-885.1,-962.1,-73.8,-887.1,-3.2,-6.5,-565.1,,,,,,,0
measured,130.0,-977.6,-89.6,-887.5,-974.1,-85.7,-888.7,-71.4,-71.0,-649.8,,,,,,,0
measured,147.9,-976.4,-89.2,-888.5,-978.6,-91.0,-890.4,-99.6,-100.1,-746.9,,,,,,,0
measured,162.6,-983.2,-95.7,-892.6,-983.5,-96.0,-893.6,-128.4,-128.7,-826.1,,,,,,,0
measured,178.7,-991.4,-105.7,-898.3,-990.6,-104.4,-899.0,-158.6,-162.4,-922.6,,,,,,,0
measured,194.5,-977.2,-90.8,-897.5,-983.7,-97.6,-900.8,-145.5,-150.1,-1006.3,,,,,,,0
measured,210.1,-988.9,-104.1,-902.6,-986.9,-101.8,-904.4,-152.2,-159.8,-1091.8,,,,,,,0
measured,229.3,-987.3,-103.5,-905.2,-987.6,-103.7,-907.8,-156.7,-166.3,-1146.9,,,,,,,0
measured,243.6,-1024.4,-152.4,-919.7,-1012.2,-136.4,-917.9,-216.3,-243.6,-1175.6,,,,,,,0
measured,251.6,-1056.3,-193.8,-929.4,-1039.2,-171.7,-926.6,-312.8,-373.9,-1164.1,,,,,,,0
measured,267.8,-1090.2,-238.7,-945.0,-1080.8,-226.5,-943.7,-437.5,-544.6,-1233.8,,,,,,,0
measured,283.7,-1129.5,-290.9,-956.6,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,301.6,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,314.2,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,330.8,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,346.5,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,362.6,-1373.7,-1104.7,-188.8,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,381.3,-1412.3,-1174.6,-180.4,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,395.9,-1410.6,-1181.5,-180.0,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,411.5,-1450.4,-1242.1,-174.9,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,418.9,-1335.8,-1110.9,-185.8,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,434.6,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,466.3,-1314.7,-1118.3,-183.4,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,498.5,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,514.0,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,532.9,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,562.1,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,578.3,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,595.3,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,612.9,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,625.9,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,641.0,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,651.0,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,667.3,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,685.3,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,699.6,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,715.0,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,732.0,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,747.6,,,,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,794.8,-860.5,-758.7,-207.1,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
measured,811.9,-880.8,-800.1,-203.5,-1124.6,-284.3,-958.4,-628.7,-792.9,-1301.6,,,,,,,0
