throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
5,0,204497.093866,,134.51,-17.99,245.86,-1323.2,2522.9,-669.6,True,,131.0,5.0,-1323.2,2522.9,-669.6,,,,False,1,1,,,,,,,,,,,,,0
5,1,204497.131219,,,,,,,,,,,,-1323.2,2522.9,-669.6,,,,False,1,1,,,,,,,,,,,,,0
5,2,204497.198057,,,,,,,,,,,,-1323.2,2522.9,-669.6,,,,False,1,1,,,,,,,,,,,,,0
5,3,204497.24059,,,,,,,,,,,,-1323.2,2522.9,-669.6,,,,False,1,1,,,,,,,,,,,,,0
5,4,204497.270143,176.28,125.89,-37.15,243.01,-1288.4,2434.3,-480.1,True,,132.3,0.3,-1288.4,2434.3,-480.1,,,,False,1,1,,,,,,,,,,,,,0
5,5,204497.315784,45.64,127.6,-37.17,242.66,-1292.0,2451.3,-478.6,True,,132.5,0.2,-1292.0,2451.3,-478.6,,,,False,2,2,,,,,,,,,,,,,0
5,6,204497.360292,44.51,130.4,-37.18,243.97,-1314.8,2472.0,-479.2,True,,131.9,1.5,-1314.8,2472.0,-479.3,,,,False,3,3,,,,,,,,,,,,,0
5,7,204497.398911,38.62,130.97,-35.8,240.95,-1287.9,2490.3,-487.7,True,,133.6,2.7,-1288.0,2490.3,-487.7,,,,False,4,4,,,,,,,,,,,,,0
5,8,204497.42983,30.92,131.62,-34.91,239.05,-1272.0,2504.4,-493.1,True,,134.8,2.2,-1271.3,2504.5,-494.5,75.8,438.0,-855.7,True,5,5,,,,,,,,,,,,,0
5,9,204497.462705,32.88,130.77,-33.62,235.29,-1232.7,2512.2,-500.1,True,,137.0,2.9,-1234.9,2513.0,-501.5,245.0,414.6,-1034.3,True,6,6,,,,,,,,,,,,,0
5,10,204497.506619,,,,,,,,,,,,-1234.9,2513.0,-501.5,245.0,414.6,-1034.3,True,6,6,,,,,,,,,,,,,0
5,11,204497.53447,,,,,,,,,,,,-1234.9,2513.0,-501.5,245.0,414.6,-1034.3,True,6,6,,,,,,,,,,,,,0
