sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,dt12,dt23,dt34,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit
82,2026-04-03T01:13:39.194,345.1764997,2591.669057,-773.7845992,351.8258656,2499.636523,-781.1838346,351.2567659,2404.242951,-795.9503198,359.3624973,2316.138088,-808.1603336,0.0158443,0.0157405,0.01635,404.7505106,33.9634096,-982.9661339,78.46181503,-3420.496489,-1302.642271,0.5154773,1,1,1
83,2026-04-03T01:13:47.780,487.9655389,2717.651305,-975.1181585,493.2839053,2661.683643,-999.3664446,478.9801907,2591.437627,-1040.12545,466.4488533,2522.908811,-1082.824192,0.0156691,0.0159513,0.0166465,-59.73361976,3.74313434,-938.8252588,-312.3238696,-1488.556487,361.954339,1.0811992,1,1,2
84,2026-04-03T01:13:50.996,22.7606936,2629.863753,-1010.395783,38.97122656,2570.078728,-1042.944234,43.17394221,2503.444594,-1083.633351,39.85857655,2435.530802,-1126.497617,0.0185721,0.0152241,0.015167,103.3928395,-0.153066515,-933.935449,25.22493881,-1424.247524,-60.96069109,1.1248258,1,1,2
85,2026-04-03T01:13:54.042,-52.95304547,2592.6167,-837.7117013,-51.79373355,2518.687123,-866.5390057,-49.99992156,2448.384819,-897.9383679,-49.49358752,2375.611488,-930.026285,0.0145956,0.0129992,0.014104,-92.50922273,0.068070411,-886.3499943,-49.7648052,-1925.275456,-561.2122629,0.8770031,1,1,1
86,2026-04-03T01:13:56.346,456.9708885,2695.859462,-902.4389775,458.9530095,2631.602516,-935.716093,450.8936108,2559.354189,-979.7234081,446.0092768,2489.719726,-1022.27872,0.0167203,0.0149261,0.01618,162.9430011,10.34578851,-932.1649456,-215.7118107,-1882.669877,-1260.136794,0.9452174,1,1,1
87,2026-04-03T01:13:56.795,232.5331372,625.8906922,-932.6352557,233.3823596,604.9185104,-909.9107471,224.5012786,538.1229948,-878.8320758,222.3097973,511.939221,-867.1854826,0.0127997,0.0291779,0.0153441,192.1660638,77.96319229,-995.6113778,-127.5486135,-1654.415163,-1695.881401,0.2585732,1,1,0
88,2026-04-03T01:14:12.475,-86.39486605,2513.386321,-535.76548,-90.48425394,2438.153943,-539.2887656,-89.3830443,2367.680816,-542.425518,-86.80746513,2297.064202,-548.0227335,0.0164821,0.0166033,0.016666,-24.53373983,-24.22849974,-857.4266129,61.76107758,-2458.207609,-1405.678353,0.7093649,1,1,1
89,2026-04-03T01:14:15.044,-69.58299313,2546.569783,-555.2033924,-89.05544339,2467.092089,-560.9824536,-109.2626463,2387.253558,-570.0914448,-122.8805028,2311.629362,-580.4685422,0.0168682,0.0161165,0.015525,-560.8359839,87.40031634,-821.1909852,-535.7982114,-2702.894023,-1009.420577,0.6262275,1,1,1
90,2026-04-03T01:14:17.297,109.3699167,2590.155205,-744.746984,100.9096015,2520.597169,-761.1335322,96.77829851,2450.827646,-781.784788,86.23644443,2376.7935,-807.5483064,0.0146828,0.0150178,0.0165098,-24.82950035,-1.411993128,-903.1206392,-64.74211447,-2010.803678,-4.368281481,0.81822,1,1,1
91,2026-04-03T01:14:20.168,-83.05117566,2533.622961,-547.087329,-90.57809338,2445.765975,-547.0479071,-92.3890178,2361.205358,-551.0955533,-90.90171635,2280.738762,-553.1522306,0.0176851,0.0170707,0.0165314,-114.9903341,-143.7240574,-804.0790478,-38.62015212,-2764.857334,-862.6598166,0.6528212,1,1,1
92,2026-04-04T13:02:12.225,100.05775580109275,2518.7895928394746,-1168.6942935452462,230.87535942560748,2506.691769232749,-1136.54396264072,270.99007296849095,2487.0494385949,-1052.1691090346226,264.9389736739274,2463.4940377911557,-1017.6670186159516,266.9005931047584,2443.499772558208,-987.4991715503326,220.42307208640773,2394.2131066154607,-960.4928885171951,0.01298190001398325,0.012544299999717623,0.01276990000042133,0.012461399979656562,0.013903700019000098,49.21696557247401,392.1049761331692,-1148.363273405867,-444.31732163321675,-1863.3178266690581,-2973.6996712030027,1.1791603000019677,0.0,1.0,1.0
