sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit
23,2026-04-04T17:00:58.743,138.3435886,2479.112494,-944.5041696,140.861518,2396.453282,-996.5076567,130.1700616,2310.571802,-1056.891525,136.1448966,2228.931213,-1113.049798,138.1127606,2172.236213,-1061.537489,140.1013712,2115.892363,-1013.783009,0.0156369,0.0150055,0.0143138,0.0135637,0.0167835,210.1481701,20.49061435,-888.9181635,66.63212111,-2078.233102,1746.783114,0.719442,1,1,1
24,2026-04-04T17:01:03.062,-237.9388216,2540.20405,-763.800872,-226.511391,2463.956008,-808.1199221,-248.759601,2385.694588,-858.9871289,-259.4582695,2307.599964,-908.2879256,-254.228625,2234.22802,-959.4988416,-266.0370601,2157.603857,-1018.226764,0.0158652,0.0164683,0.0108949,0.0156752,0.0151689,-342.1674011,57.2213386,-847.2217364,-61.05414545,-1805.534357,1570.366361,0.8149239,1,1,1
25,2026-04-04T17:01:07.618,-158.4376452,2564.024186,-1004.140661,-145.1203298,2488.17656,-1053.952361,-148.0353764,2413.842656,-1111.454573,-151.7584178,2358.428895,-1075.394112,-147.4055845,2309.500306,-1023.665026,-149.3688433,2258.421341,-977.3675259,0.0176827,0.014366,0.0168254,0.0175436,0.0153341,-134.6942144,-60.2475232,-803.2627842,4.926560092,-1766.193712,-938.5630171,0.9549181,1,1,0
26,2026-04-04T17:02:39.853,96.37502982,2533.70616,-835.4047068,131.6682491,2473.555648,-874.1119092,126.3955732,2404.735608,-928.6450701,139.2404033,2338.31754,-978.1602965,139.9503399,2271.415287,-1034.657054,139.1525653,2204.744602,-1091.491317,0.0165476,0.0166852,0.0154081,0.0179831,0.0137797,268.5733039,-56.720717,-805.2293436,85.6145854,-1533.436274,-1183.247916,1.0634041,1,1,1
27,2026-04-04T17:02:45.848,191.1560118,2455.203788,-643.0855767,194.5197268,2378.49177,-687.0402583,202.196791,2300.504225,-733.9968232,207.5666167,2226.655473,-779.9559448,218.3741127,2154.62712,-828.4243228,226.5251762,2080.718842,-881.0627092,0.0163522,0.0192836,0.0156279,0.0128256,0.0133322,412.8811244,16.53089361,-920.0405568,174.0097778,-1719.681917,2059.700229,0.8056782,1,1,1
28,2026-04-04T17:02:55.126,-246.8649302,2521.17093,-641.9239007,-246.6677822,2447.998319,-679.8168651,-249.1916651,2376.154263,-720.665262,-251.191547,2304.178499,-766.2072514,-253.3857085,2230.574815,-813.876389,-252.8137605,2160.945276,-861.7164243,0.0140704,0.0163973,0.0167332,0.0153322,0.0161765,-222.0879359,72.78272703,-807.0189144,24.87851564,-1566.029127,1325.247372,0.8931141,1,1,1
29,2026-04-04T17:07:02.423,523.07999,2428.278516,-636.5210474,526.3229912,2352.343181,-632.8837783,534.1410321,2281.603022,-629.2843913,537.4852599,2209.416681,-630.4719621,540.3464316,2137.912232,-631.6908899,541.9407476,2065.39813,-637.9812972,0.0164654,0.0158664,0.0174533,0.0161991,0.0176233,619.5985481,6.896100693,-812.0167866,105.3344286,-2716.115228,-467.8796505,0.5757188,1,1,0
30,2026-04-04T17:07:22.920,387.3726254,2480.448802,-736.4388447,359.2452839,2392.386575,-719.3169379,348.6941387,2310.242084,-701.1091064,316.131438,2222.649443,-692.4283035,309.1023339,2144.660605,-679.739814,291.0613416,2063.880882,-674.0192363,0.0177561,0.0133887,0.0121548,0.011568,0.0168021,-188.7556212,48.84345665,-885.1309229,-729.1065829,-3125.673335,1139.011354,0.4810915,1,1,0
31,2026-04-04T17:07:32.225,523.1894574,2452.652439,-719.9241654,509.5895656,2387.927223,-710.3819192,496.497027,2322.961489,-703.5930902,488.9877507,2261.02131,-698.9226665,477.1897632,2200.426642,-697.0427576,464.5336648,2136.098947,-699.7934056,0.0122098,0.0114625,0.0150239,0.015641,0.0174711,68.02792573,68.45103894,-996.4973326,-428.1698847,-2241.488376,-1735.105586,0.7109043,1,1,0
32,2026-04-04T17:07:58.754,348.6720651,2464.942512,-461.0224007,366.1578065,2401.885345,-492.0313774,365.9063158,2332.030951,-525.767055,359.1089304,2262.561869,-561.2674076,358.4916665,2194.639401,-599.1749623,350.8827464,2125.441974,-641.5442254,0.0169156,0.0158272,0.0153757,0.0164052,0.0171754,204.1288862,-61.50214766,-856.2595185,-153.8607845,-2302.798269,-2123.38896,0.7370254,1,1,0
33,2026-04-04T17:09:29.643,496.7675659,2448.40545,-616.8201227,486.392925,2381.997182,-606.8566979,481.505211,2315.433353,-597.2038453,477.6082722,2252.068489,-592.7736203,470.3984092,2187.070725,-589.074422,460.6242256,2121.744117,-588.1456508,0.0157786,0.0155482,0.0153142,0.0153494,0.0157868,216.6454946,-63.1219538,-834.6668211,-257.06533,-2287.967128,-1162.203621,0.7215057,1,1,0
