sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit
61,2026-04-04T17:22:05.043,255.5099715,2508.417104,-948.3615797,249.1940839,2434.729862,-991.8231978,244.3609938,2361.004236,-1037.111989,235.8283142,2287.604332,-1086.355231,230.6458439,2223.92538,-1093.00421,228.8339712,2173.282379,-1050.25173,0.0175535,0.0161695,0.0174973,0.0135039,0.0164809,56.25418631,-15.00338753,-869.154573,-146.5028069,-1936.040622,-726.1912705,0.8333928,1,1,0
62,2026-04-04T17:22:31.306,-162.9060597,2560.662238,-1013.696039,-146.2051428,2483.495613,-1064.908444,-109.5412931,2410.807619,-1108.3373,-94.25198376,2350.620256,-1078.857066,-70.01585564,2296.086178,-1032.429148,-49.05202827,2240.81503,-992.4554257,0.0149226,0.0155765,0.015713,0.0159929,0.0164702,589.4204098,194.9428139,-840.7152427,661.0440033,-2084.509266,210.7282235,0.7253031,1,1,0
63,2026-04-04T17:22:37.475,-201.4595767,2545.728973,-830.0078094,-200.4388737,2478.021427,-872.2275044,-193.8780993,2409.692571,-913.7231723,-189.8583002,2343.480773,-960.303868,-199.9387394,2274.631509,-1009.152617,-205.3640076,2208.104605,-1060.092553,0.0174202,0.0159867,0.0113552,0.0165851,0.0136547,-212.721683,-31.19162608,-845.1987914,-4.2227723,-1706.064642,-918.4244183,0.9566242,1,1,1
64,2026-04-04T17:22:46.265,-112.6573195,2556.505902,-915.5324382,-70.14828947,2495.245948,-949.8802521,-70.65343343,2426.495577,-1000.053582,-60.30513589,2359.917212,-1048.361011,-52.3478224,2292.607359,-1098.973034,-52.13504105,2238.546299,-1086.13573,0.0176545,0.0147565,0.01429,0.0121008,0.0133211,145.9607616,45.43336294,-937.4149445,148.9361423,-1632.159397,-1568.723308,0.9912332,1,1,1
65,2026-04-04T17:23:41.070,-316.8317579,2559.352493,-995.8101342,-304.3235066,2492.384771,-1043.286112,-278.0848002,2427.21289,-1088.128883,-258.224,2368.468973,-1106.649106,-239.1490238,2319.815622,-1061.919264,-225.3558902,2272.787977,-1021.926089,0.0173229,0.0161357,0.0149779,0.0155671,0.015988,403.3921389,211.4470535,-993.3116849,514.9099707,-1709.589637,-1627.82554,0.9092209,1,1,0
66,2026-04-04T17:24:01.121,83.3237277,2442.19843,-461.2436893,93.90077033,2379.552793,-455.852399,106.3136186,2316.783618,-451.9329158,115.965135,2252.544375,-451.9486595,126.8395518,2192.398149,-453.9532052,138.5861974,2130.807557,-458.3921138,0.0174109,0.0146926,0.0160899,0.0159987,0.0131414,510.8523817,-110.3581724,-800.2976865,351.3885551,-2132.209004,-1433.903879,0.7851371,1,1,0
67,2026-04-04T17:24:23.601,12.76594053,2490.716963,-531.5508895,19.94520668,2426.097538,-527.2130396,27.08373342,2363.967724,-523.8891277,33.3353089,2301.931702,-524.6604963,40.86577413,2240.32791,-525.9849461,42.07022852,2176.413707,-530.6374271,0.0119721,0.0156281,0.0153697,0.0159145,0.0163244,279.1094805,-4.233189477,-854.6803035,235.6432502,-2178.135658,-1505.478377,0.7560465,1,1,0
68,2026-04-04T17:25:24.876,-37.46161045,2508.556661,-598.3808319,-18.93336268,2440.332001,-593.2454521,-18.12584165,2367.381407,-593.1614273,-18.38300842,2296.547204,-596.4080524,-19.01953795,2225.813137,-600.6498273,-21.07394245,2154.183892,-608.0742738,0.0177083,0.0141892,0.0160832,0.0190425,0.0126591,-37.79495593,-21.61889591,-844.7040419,-15.31363275,-2560.946176,-1109.51342,0.6493706,1,1,0
69,2026-04-04T17:25:31.647,-152.5501052,2546.019223,-1030.532501,-135.1724508,2464.518641,-1079.957843,-112.3771029,2391.213374,-1106.76587,-94.59469248,2332.927138,-1061.208951,-77.28464901,2275.211586,-1017.785825,-64.54786277,2216.459634,-979.0730773,0.0177088,0.0137783,0.0165016,0.0178309,0.0137025,446.0780925,112.8567621,-839.4376484,519.7386571,-2139.81176,103.0713518,0.7279678,1,1,0
70,2026-04-04T17:25:35.158,320.2252049,2490.983588,-778.2482357,292.4546324,2419.409819,-809.6781142,271.5983904,2351.461515,-844.4135092,247.6870485,2281.549298,-880.3469758,224.8659576,2212.500069,-917.5007415,205.0440693,2145.334989,-955.4524181,0.0156047,0.0147823,0.0167812,0.0150429,0.0169089,-456.3433877,149.9958234,-857.4979369,-589.6612606,-1770.417092,17.98948739,0.7974847,1,1,1
71,2026-04-04T17:26:28.712,223.2625218,2461.052283,-528.1867349,206.2720386,2405.456833,-530.6699855,191.1612459,2350.358848,-535.6556282,170.7988244,2293.377492,-543.4469839,154.3402344,2239.08961,-552.6616435,141.1623619,2185.247412,-563.8874825,0.0167426,0.0162545,0.0157192,0.0116943,0.0141724,-473.5471688,217.3011299,-967.5707381,-626.273684,-2011.370613,-2022.842494,0.7526943,1,1,0
72,2026-04-04T17:29:34.052,160.6252128,2465.306075,-414.7000417,141.2362414,2409.123044,-404.6083696,145.8607542,2359.99545,-398.8721219,140.3638987,2308.345585,-395.8525288,140.6604063,2258.972576,-395.0965102,132.2119599,2207.288952,-396.5609031,0.0172882,0.0151931,0.0174363,0.01484,0.0148415,-36.2187546,83.72773653,-962.8454427,-137.2466666,-1679.619313,-2364.010097,0.9339784,1,1,0
73,2026-04-04T17:30:01.291,291.0349991,2469.910767,-528.621855,296.4158809,2406.633915,-513.8456456,297.0176622,2341.860736,-502.0921332,296.8283025,2277.604333,-492.4033275,297.8132487,2213.266515,-485.4956646,295.8191418,2149.272827,-481.9918337,0.0168945,0.0165144,0.0149155,0.0160664,0.0165784,292.2453915,-232.614666,-801.5135957,-0.529897383,-2183.06176,-1316.137314,0.8069394,1,1,0
74,2026-04-04T17:30:20.966,-201.1628614,2463.110342,-447.2707273,-202.8582165,2400.199753,-436.0995736,-206.1002053,2339.494901,-427.4607865,-204.7381915,2277.404694,-420.8037396,-198.750996,2219.12466,-417.4144449,-201.999824,2159.134141,-416.9047755,0.0163339,0.0161117,0.0162118,0.0157732,0.0189869,-145.8930128,-173.3218206,-800.5791795,46.83714855,-2028.843342,-1573.553506,0.8494461,1,1,0
75,2026-04-04T17:30:28.202,-73.66203198,2484.90073,-386.4172673,-108.3079127,2419.863196,-373.5331424,-99.41008869,2367.261354,-364.3449152,-95.6538758,2313.067794,-356.9963357,-88.92322672,2259.285931,-352.8801595,-92.23897802,2205.049794,-349.8063085,0.0172262,0.0153487,0.0174875,0.0146546,0.0157754,-52.96865014,-88.14268541,-812.6332747,27.85518458,-1828.136775,-1855.298822,0.9243425,1,1,0
76,2026-04-04T17:30:32.602,19.94126516,2395.067409,-364.8165686,20.71787356,2343.449149,-357.2963656,25.21427381,2293.131888,-351.5586109,24.78536955,2241.642587,-347.8178506,31.68800114,2191.951224,-347.5313023,29.88304323,2140.692487,-349.3823861,0.0163276,0.0159093,0.0187455,0.0137524,0.016738,104.5796671,-18.70840137,-873.3740407,68.15443127,-1737.86057,-2121.357632,0.9213085,1,1,0
77,2026-04-04T17:30:42.855,-234.9428983,2474.703577,-560.4689034,-234.1047888,2406.831865,-555.6732524,-219.5101833,2342.775096,-554.4271893,-207.2578964,2279.663528,-553.3674671,-195.0676155,2217.256302,-555.0388119,-191.7324916,2151.573289,-561.0990272,0.0131514,0.0137806,0.0156398,0.0179127,0.0151375,142.5688956,-7.439747516,-842.6587154,366.1990558,-2342.011114,-1280.302166,0.7016431,1,1,0
78,2026-04-04T17:31:13.484,329.2313703,2246.979716,-202.4634619,323.7123652,2178.225989,-224.8951612,320.362489,2111.742243,-253.072912,320.204535,2047.775642,-283.593977,314.5211307,1980.506271,-315.4577408,311.9173561,1917.373658,-349.8466645,0.0174601,0.015736,0.0154608,0.0176664,0.0143524,177.3430692,-358.865775,-801.0995393,-120.2709351,-2087.200783,-2220.732075,0.8215923,1,1,0
79,2026-04-04T17:31:58.455,-286.0101566,2481.848535,-535.0811299,-277.6028372,2420.196835,-515.8851222,-284.5314542,2357.959813,-501.323474,-286.1114947,2296.18149,-489.3788509,-278.9377442,2237.012988,-480.6298936,-284.5896695,2176.10477,-471.8879396,0.0155135,0.0162429,0.0157164,0.0166776,0.0160265,-299.7069918,-207.707588,-807.2311773,-8.721986467,-2040.643129,-1474.406328,0.8574316,1,1,0
80,2026-04-04T17:32:09.430,-321.1889846,2502.026258,-464.323783,-338.2627317,2439.489095,-450.8443764,-336.2075489,2381.451613,-438.6059449,-329.4193966,2323.448664,-429.4064889,-334.8506592,2264.134375,-422.6211887,-332.3708848,2208.248458,-419.2531971,0.0173305,0.0139093,0.0175513,0.0152291,0.0155488,-451.310989,-164.2203957,-804.7153132,-90.0152889,-2019.69966,-1581.761454,0.8640854,1,1,0
81,2026-04-04T17:32:51.171,187.7747574,2514.662065,-806.4937682,199.7110069,2445.70284,-796.3734587,206.0843511,2375.679605,-789.7100949,207.4348603,2304.259337,-786.6600712,211.2395019,2234.830599,-787.8737875,221.4825046,2168.604934,-788.6836284,0.0193402,0.0139811,0.014496,0.0173345,0.0186348,353.3518482,-89.09655483,-1017.808779,126.7078577,-2117.965341,1296.181541,0.7210127,1,1,0
82,2026-04-04T17:33:32.051,-385.5262485,2481.902654,-309.8936657,-396.8506209,2420.30468,-302.3266757,-393.1220754,2362.303592,-298.8829827,-396.6912308,2302.742609,-298.6307215,-381.1347794,2249.301591,-300.6762032,-388.2148632,2191.671963,-303.2303706,0.0203721,0.0125564,0.0164842,0.0164415,0.016003,-404.9664458,-197.779257,-806.2534563,-11.66644155,-1937.196994,-1877.769788,0.8984091,1,1,0
83,2026-04-04T17:33:38.028,-321.6156355,2417.053739,-371.2131054,-312.9693901,2360.995098,-378.2482476,-297.3569995,2307.307371,-386.204656,-302.3848472,2247.672848,-396.4397933,-297.4724217,2192.703296,-409.737202,-291.128439,2138.077403,-423.8656677,0.0160178,0.0163699,0.0193854,0.0141261,0.0145266,-214.5208904,44.04980526,-944.2728389,77.87674228,-1881.340029,-2259.867374,0.8399326,1,1,0
84,2026-04-04T17:33:56.674,-245.9663009,2553.864817,-1070.328972,-246.0420364,2487.503925,-1105.563945,-249.7767979,2438.877015,-1049.93188,-243.7804409,2390.692309,-994.3180757,-234.5668761,2344.391526,-936.241167,-238.2947759,2295.837621,-893.2053092,0.0181154,0.0148957,0.0155523,0.0160094,0.019756,-92.18213409,-117.9684476,-807.0008472,93.12248845,-1639.970458,-1414.540682,1.054029,1,1,0
86,2026-04-04T17:34:25.797,294.7234663,2448.723445,-557.5176498,296.1300375,2386.597452,-538.711863,298.8072333,2325.483964,-521.897776,302.6796664,2264.842319,-507.8803402,300.0020864,2203.310155,-496.3348727,301.7301758,2142.816421,-486.4627477,0.018466,0.0139701,0.0186143,0.0131269,0.0140161,362.4419083,-268.3810575,-800.5787225,51.17344792,-2064.943719,-1402.054828,0.8549353,1,1,0
87,2026-04-04T17:34:28.732,356.1158369,2418.386572,-346.8742858,353.2586786,2362.321305,-329.5228845,350.2296939,2306.421231,-314.3311112,347.9431526,2250.188858,-302.0588029,347.1376634,2195.684938,-291.4465116,341.3780137,2139.839989,-284.9917857,0.0154894,0.0153762,0.0176519,0.0146343,0.0164804,227.7853261,-385.7452729,-805.9864951,-83.01938271,-1809.917969,-2004.319422,0.9975173,1,1,0
88,2026-04-04T17:34:52.771,314.786877,2455.442573,-371.1841205,321.6305185,2397.587361,-344.0991101,320.443225,2337.199224,-319.3711739,317.1812926,2276.479845,-297.1581693,315.3495884,2217.785716,-277.2353554,309.4565913,2157.256883,-260.1629688,0.017013,0.0157321,0.016989,0.015391,0.0160111,198.3507772,127.1550362,-802.9827367,-119.2701631,-2162.115895,2314.541399,0.6581404,1,1,0
89,2026-04-04T17:35:06.604,270.8791178,2456.862836,-657.0834287,261.1607943,2389.428055,-636.3466652,263.0254768,2325.729755,-616.7647907,260.4444377,2261.984654,-601.565322,256.4152246,2196.904846,-587.376128,257.4147686,2134.290171,-576.1473077,0.0205065,0.013123,0.0147823,0.0128498,0.0106045,178.1348832,-258.658453,-800.0792163,-73.57538315,-2228.460934,-1040.819691,0.7944299,1,1,0
90,2026-04-04T17:36:21.141,-102.7015509,1376.753747,-618.4320697,-111.8980409,1349.684935,-626.9631988,-114.8219121,1330.61055,-637.4935616,-143.4407176,1284.928201,-655.6456159,-144.3185432,1263.775878,-670.5407198,-170.6423853,1224.788694,-691.5163746,0.0147732,0.0160521,0.0140093,0.0136485,0.0116628,-610.063191,215.926547,-849.5114111,-617.1967922,-1417.016384,-1387.987066,0.605,1,1,0
91,2026-04-04T17:36:28.643,456.0452132,2481.66446,-886.4143045,426.5835214,2420.256158,-943.2864573,401.241408,2360.536783,-1000.443314,373.2556507,2299.822084,-1059.808519,351.0763428,2244.679672,-1097.611813,330.3059816,2203.520693,-1046.466891,0.016603,0.0112974,0.0139367,0.0178859,0.0146435,-612.1971099,214.3493306,-824.4670127,-654.4207784,-1384.170439,-1284.979281,1.0421728,1,1,1
92,2026-04-04T17:36:38.034,690.344293,2486.831498,-846.6752213,661.2299116,2422.562897,-895.3540638,627.9524497,2355.216082,-949.1982554,587.8593275,2287.410838,-1008.856862,554.86801,2221.677926,-1065.997932,524.755721,2163.924976,-1083.435936,0.0172935,0.0164976,0.0156505,0.0152918,0.0112446,-410.6853244,244.9954976,-849.7952041,-875.8289972,-1793.616613,1474.184652,0.7639223,1,1,1
93,2026-04-04T17:36:52.649,773.1174206,2419.77078,-718.2281373,742.2609551,2350.164361,-762.6827705,708.3971689,2282.164663,-808.1039767,675.7589572,2212.803023,-856.7139689,644.0820047,2148.258277,-903.9231707,610.1039585,2081.60084,-954.3772921,0.0135674,0.0144442,0.0116201,0.013248,0.017443,-260.7513246,148.3120507,-848.1331294,-754.8470773,-1693.628847,1291.374387,0.7948375,1,1,1
94,2026-04-04T17:36:57.412,698.4356649,2401.492018,-978.5234299,678.4837959,2356.913596,-927.2597047,655.6409308,2310.75524,-883.0076723,635.043343,2266.26848,-838.1467246,615.0946158,2222.150194,-796.3038794,594.0326601,2179.027261,-760.0469731,0.0191331,0.0126797,0.0129709,0.0134024,0.0189616,-388.209786,65.05695219,-806.5602275,-714.3733037,-1539.02849,-1366.933675,0.9988449,1,1,0
95,2026-04-04T17:37:04.328,761.8426096,2473.166476,-805.007128,730.4013236,2407.607022,-855.4326159,696.2037292,2342.977117,-908.2999741,662.0898647,2277.978438,-964.4331215,628.0976314,2214.37588,-1021.363246,596.123152,2152.242738,-1079.124299,0.0172797,0.017048,0.0154904,0.0148098,0.0157097,-315.7723952,255.1701732,-804.6254589,-792.4578214,-1647.404,1232.970788,0.8209069,1,1,1
96,2026-04-04T17:37:16.930,622.0568819,2505.105012,-911.5589429,620.9283995,2441.068308,-956.6806867,597.0931112,2368.80368,-1017.332554,578.1349991,2298.887591,-1075.62219,558.0140927,2241.347229,-1068.364706,543.5558919,2195.649538,-1015.220447,0.0158086,0.0114757,0.0136182,0.0161656,0.0162509,-150.6129655,280.9471649,-801.4117738,-634.1491,-1752.748452,1213.122222,0.7882194,1,1,1
97,2026-04-04T17:37:22.866,591.5491581,2490.319051,-913.4663837,577.4596738,2418.908488,-970.7491116,563.5568771,2348.915677,-1029.437165,547.5411309,2278.4176,-1091.646287,534.2252023,2228.698827,-1058.286083,523.8013974,2184.793998,-1005.204786,0.0165118,0.0152513,0.0164379,0.01915,0.0117779,-42.78655161,-76.13300975,-800.2385629,-397.7086579,-1579.155133,-1162.744733,1.032262,1,1,1
98,2026-04-04T17:41:13.176,403.2760399,2516.760258,-904.7258711,422.922757,2452.356034,-936.7286887,420.6276334,2384.394108,-981.8895972,419.9697224,2317.744911,-1025.430742,418.0584492,2250.76092,-1073.181531,421.434601,2190.527241,-1092.072371,0.0184882,0.0150533,0.0158445,0.0169501,0.016812,380.0521782,16.6910111,-929.4333612,-32.87125681,-1757.464641,-1308.247115,0.9139634,1,1,1
99,2026-04-04T17:41:28.624,-217.5931767,2543.164544,-918.3925227,-198.0461736,2473.683015,-952.8759229,-187.6310698,2405.002949,-994.2426453,-177.8053211,2336.236858,-1037.102827,-164.6777915,2270.415632,-1080.051364,-160.4433672,2204.111183,-1113.241341,0.017703,0.0145922,0.0159817,0.0158325,0.0156291,167.668852,59.7495678,-940.568066,265.4686652,-1807.334852,-1250.2966,0.8919284,1,1,1
100,2026-04-04T17:43:07.104,528.2178467,2454.325864,-554.4639411,520.6651185,2391.584889,-545.7249572,509.8807235,2327.220657,-540.4868245,501.5766152,2264.528309,-537.10602,490.4829212,2200.701631,-536.7996823,481.0387648,2138.92227,-538.0326389,0.0126074,0.0110267,0.0180701,0.0133984,0.0163938,132.9197402,-49.98406109,-853.2151338,-341.7477298,-2155.294122,-1464.519965,0.7663657,1,1,0
101,2026-04-04T17:43:52.941,-234.9453706,2484.918091,-309.0075781,-220.0101519,2435.975043,-299.3963774,-226.4873583,2383.624936,-290.7107172,-227.3460994,2330.993169,-285.1525153,-232.4783038,2278.84458,-281.7105751,-232.7764243,2229.223243,-280.1621685,0.0181619,0.0145741,0.0153778,0.0135964,0.0106936,-310.731586,-39.47797193,-869.1016846,-52.3376297,-1640.044896,-2252.950364,1.0025811,1,1,0
102,2026-04-04T17:44:39.386,400.6443163,2510.480715,-846.9076503,398.4617116,2449.909437,-869.6101255,378.8033188,2382.553238,-902.4066095,358.872687,2316.208827,-936.1778155,337.7969981,2249.871703,-972.3058773,325.6308972,2186.339965,-1008.707694,0.0161781,0.0168602,0.0164414,0.0148151,0.0163871,-301.5436993,109.2252083,-936.7549473,-537.5906392,-1770.138419,-1033.833783,0.8631082,1,1,1
103,2026-04-04T17:44:43.788,347.3934419,2513.380763,-837.7352606,359.3880141,2444.685893,-864.0592403,356.8006462,2371.684263,-898.1804018,351.4429527,2299.510179,-934.6294117,350.3072874,2227.714525,-971.668071,346.5168784,2156.037229,-1013.993556,0.0181124,0.0151559,0.0120233,0.0105918,0.015268,193.8398814,-19.301921,-885.5490401,-137.302534,-1910.219734,-583.1618091,0.8321038,1,1,1
104,2026-04-04T17:44:49.880,147.7486281,2540.914774,-948.4711074,166.4104863,2473.010504,-984.7653479,167.6952953,2400.717425,-1028.805692,170.928512,2328.719391,-1075.623861,171.7163487,2262.469332,-1098.596537,169.9066996,2207.887698,-1054.196239,0.0106307,0.0140558,0.0165126,0.016888,0.0150765,127.7668985,-11.57347468,-890.4568445,-33.86365365,-1902.644618,-956.554854,0.8631738,1,1,1
105,2026-04-04T17:46:28.604,778.5745999,2413.757989,-475.2754584,767.7894591,2361.251185,-460.3758336,756.1876849,2307.324449,-447.7442939,746.2317285,2254.920908,-437.0540689,737.7213299,2203.206861,-429.895166,727.5341865,2152.09008,-424.0472175,0.0179713,0.0173896,0.0139117,0.0162596,0.0153254,296.5661954,-85.47291903,-877.2073773,-345.5381026,-1796.118893,-1963.216922,0.9198518,1,1,0
106,2026-04-04T17:46:34.785,503.3239715,2356.436827,-229.2990406,500.385245,2302.072589,-231.3285026,498.8672054,2249.746557,-236.2865368,500.240598,2197.311318,-246.2264506,498.1947859,2145.801144,-260.0552298,497.8582014,2094.486581,-274.9034968,0.0174394,0.0185143,0.0118925,0.0119177,0.0173699,475.0265249,-33.73871214,-884.0996885,-18.93282869,-1723.216687,-2403.8037,0.9213555,1,1,0
107,2026-04-04T17:46:41.268,-113.4472105,2470.912318,-314.6270313,-111.778994,2407.764608,-307.1742273,-112.6351627,2346.454455,-302.7198884,-112.8689002,2285.571908,-299.2991105,-108.4122984,2225.148943,-300.9348086,-109.7701855,2166.431412,-303.4214561,0.0158965,0.0156513,0.0141976,0.0172741,0.0146454,-99.75884987,-269.1648793,-804.6811754,9.10595906,-1944.024326,-1897.377825,0.9160046,1,1,0
