frame,time_s,rob_x,rob_y,rob_z,cam_x,cam_y,cam_z,disparity,reproj_err
1253,31.4527,130.2,-933.7,-1089.4,11.96,40.84,169.98,220.9,2.89
1254,31.479,240.7,-1835.5,-864.4,-75.06,26.43,138.69,256.9,1.24
1255,31.512,160.6,-1830.6,-912.4,-75.94,28.99,147.64,241.9,0.21
1256,31.541,158.7,-1799.8,-934.9,-72.93,30.96,148.92,240.3,1.16
1257,31.5716,175.8,-1759.3,-944.9,-68.64,32.17,148.22,242.0,1.65
1258,31.5972,274.1,-1664.4,-933.9,-57.6,33.16,140.15,257.1,2.8
1259,31.6238,187.3,-1655.2,-1030.5,-58.15,40.21,151.09,239.1,3.14
1261,31.6724,213.6,-1590.1,-977.4,-51.31,35.43,148.27,244.4,2.53
1262,31.6987,214.5,-1563.8,-958.3,-48.71,33.48,148.13,244.9,1.89
1263,31.726,218.5,-1537.9,-943.9,-46.09,32.06,147.8,245.8,1.3
1264,31.7516,275.1,-1482.4,-906.5,-39.67,29.63,142.36,255.9,0.52
1265,31.7769,276.2,-1458.4,-905.1,-37.29,29.41,142.62,255.8,0.11
1266,31.8025,284.4,-1431.8,-903.5,-34.53,29.33,142.24,256.9,0.66
1267,31.8283,225.4,-1412.8,-944.5,-33.65,31.67,149.22,245.2,0.91
1268,31.8539,229.3,-1389.6,-957.0,-31.3,32.86,149.56,245.0,1.41
1269,31.8795,297.2,-1340.3,-955.1,-25.27,34.18,143.88,255.5,2.34
1270,31.9112,246.6,-1318.9,-1032.7,-23.99,40.27,151.06,243.7,1.02
1272,31.9627,248.9,-1270.9,-986.3,-19.26,35.61,150.43,245.4,2.19
1273,31.9942,299.8,-1228.7,-939.5,-14.24,32.19,145.06,255.0,1.51
1274,32.0241,246.1,-1203.2,-956.6,-12.65,32.33,151.04,245.2,0.44
1275,32.054,250.3,-1179.7,-954.8,-10.26,32.14,150.98,245.7,0.06
1276,32.0789,256.4,-1157.3,-955.8,-7.94,32.29,150.8,246.3,0.34
1277,32.1044,316.3,-1120.7,-941.3,-3.32,32.25,145.32,256.2,1.63
1278,32.1361,263.7,-1093.7,-995.4,-1.54,35.99,152.19,245.0,2.26
1279,32.1603,282.2,-1070.3,-1030.3,1.1,39.71,151.73,246.2,2.14
1280,32.1858,273.5,-1050.6,-1042.6,2.9,40.58,153.2,244.0,0.04
1281,32.2142,328.4,-1016.2,-971.8,7.2,34.98,146.7,255.5,1.65
1282,32.2456,287.3,-984.7,-975.2,9.59,34.1,151.22,248.1,1.19
1283,32.2709,276.7,-961.8,-974.9,11.67,33.68,152.6,246.1,0.3
1284,32.2944,276.0,-938.8,-974.4,13.92,33.5,153.03,245.7,0.54
1285,32.3268,336.4,-912.0,-950.8,17.59,32.64,147.12,256.3,0.37
1286,32.3571,289.1,-876.3,-994.1,20.31,35.43,153.34,246.2,1.61
1287,32.3856,295.1,-856.3,-1009.4,22.39,36.96,153.5,246.2,1.93
1288,32.4111,301.9,-834.4,-1041.4,24.68,40.11,154.05,245.7,2.53
1290,32.4677,302.5,-770.9,-1001.9,30.93,36.01,154.01,246.6,1.06
1291,32.49,307.8,-751.1,-991.4,32.96,35.02,153.56,247.6,1.02
1292,32.5118,305.2,-729.2,-988.2,35.07,34.54,154.08,247.0,0.18
1293,32.5336,306.7,-709.0,-989.4,37.09,34.59,154.31,246.9,0.47
1294,32.5642,361.0,-691.3,-971.8,39.77,34.2,148.98,256.4,1.14
1295,32.5874,362.4,-671.3,-983.7,41.76,35.29,149.48,255.8,1.44
1296,32.6132,369.9,-653.5,-1001.2,43.66,37.08,149.52,256.1,2.82
1297,32.6453,317.4,-605.4,-1049.6,47.51,40.16,156.57,244.8,0.66
1298,32.669,324.8,-585.8,-1024.9,49.56,37.87,155.55,246.7,2.39
1299,32.6907,325.9,-565.5,-1011.9,51.57,36.55,155.44,247.2,0.84
1300,32.7137,324.0,-542.8,-1008.6,53.77,36.07,155.91,246.7,0.44
1301,32.7379,324.5,-521.5,-1006.5,55.88,35.77,156.16,246.6,0.15
1302,32.7621,326.9,-501.2,-1008.2,57.91,35.89,156.32,246.6,0.86
1303,32.7941,379.9,-491.5,-992.3,59.78,35.68,151.01,255.9,1.21
1304,32.8233,335.6,-440.5,-1047.3,64.07,39.59,157.51,245.6,2.63
1305,32.8473,333.1,-417.7,-1055.0,66.27,40.15,158.33,244.6,0.83
1306,32.8721,335.2,-399.7,-1033.3,68.07,38.02,157.86,245.6,0.96
1307,32.9009,338.1,-381.3,-1021.8,69.93,36.9,157.58,246.3,0.2
1308,32.9262,341.2,-360.9,-1017.2,71.99,36.43,157.5,246.7,0.16
1309,32.9534,388.8,-356.0,-988.9,73.28,34.9,152.32,255.6,0.12
1310,32.9831,348.4,-303.6,-1027.6,77.76,37.33,158.04,246.6,0.41
1311,33.0077,352.8,-286.5,-1042.2,79.53,38.78,158.29,246.5,3.0
1312,33.0337,351.6,-267.1,-1057.9,81.43,40.17,159.13,245.4,0.33
1313,33.0593,394.4,-263.4,-1014.6,82.51,37.06,153.99,254.1,1.41
1314,33.086,390.3,-241.5,-1009.0,84.59,36.31,154.6,253.4,1.77
1315,33.1116,345.3,-184.4,-1030.8,89.45,36.98,160.39,244.5,0.71
1316,33.1375,350.4,-167.5,-1033.5,91.2,37.28,160.26,244.9,1.49
1317,33.1621,345.7,-145.3,-1046.7,93.32,38.32,161.42,243.4,1.66
1318,33.1962,420.9,-160.0,-1029.9,93.16,38.7,153.58,256.5,1.17
