sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit,has_bounce_before_hit,hit_obs_index,hit_obs_in_workspace,hit_obs_selected_from_workspace_pool,hit_center_dist_mm
8,2026-04-05T00:29:12.543,292.8779394290209,2168.064692220869,-576.6922253528393,278.10054459617004,2104.6664946682577,-580.7858712782318,268.6643996705898,2042.7000094376483,-587.6525128134292,254.6374161688996,1980.0794321039868,-596.9029303128041,246.2868495110684,1919.223451519867,-607.5562442371083,243.9150100123252,1857.053453165417,-622.8671041913383,0.0146019000094383,0.014227599982405,0.0144326000008732,0.0149059999966993,0.0142306000052485,3.658611733842463,87.49009974712385,-984.4915687645596,-155.79791934143785,-1586.2627744666324,-2119.605351652726,0.7219500000064727,1.0,1.0,0.0,0.0,52.0,1.0,1.0,121.68290013751724
16,2026-04-05T00:31:19.178,343.6747514038348,2170.4911627583665,-808.6913788759144,331.947256235728,2119.148945727931,-807.065816593536,303.6676824549422,2070.6112995482035,-809.9699259422371,307.2816994936197,2018.6460747584567,-807.887002305097,311.80643468533344,1967.2516717644728,-810.2333218746826,287.3328006914053,1918.966182251199,-823.9227690364507,0.0143958000116981,0.0156128999951761,0.0135664000117685,0.0141639999928884,0.0134951999934855,-116.6347632013194,-20.66972882396749,-1003.4808297874066,-514.0571186009769,-1538.8715151265628,609.7508862910762,1.02595989999827,1.0,1.0,0.0,0.0,71.0,1.0,1.0,157.2869600767159
18,2026-04-05T00:31:23.698,-4.337073790737122,2353.1032470544365,-1044.4325197858298,14.625663823562263,2252.1733026776087,-1075.2877292786925,35.49162034047322,2153.225777031452,-1106.5296800726323,53.02855632657838,2070.904969160405,-1077.0925438176005,60.85694932832712,1989.000349926117,-1047.8613529652391,75.43106189010405,1909.5432260324533,-1020.5749995354256,0.0200232000206597,0.0132614999893121,0.0155904999992344,0.0158580999996047,0.0169162999955005,269.6400023880733,97.34720029069511,-954.3915098283647,332.7096161211669,-2704.750914891245,648.0750586325998,0.4475983000011183,1.0,1.0,0.0,0.0,33.0,1.0,1.0,291.7886986051481
29,2026-04-05T00:32:03.600,-340.4171418396654,1909.3979789941,-1055.0700265438438,-334.6538493169969,1821.8930534067435,-1086.187748259962,-330.59090042513253,1738.9948587468082,-1109.5840885148268,-336.53154259036046,1666.645000247527,-1077.5494502237157,-353.4381696605101,1597.0455581301449,-1049.7473294754386,-332.1670202681453,1525.1767819429474,-1012.6137062299312,0.0176183999865315,0.0150709000008646,0.0183722999936435,0.0159246000112034,0.0140863000124227,-324.83755201308486,212.53077220527464,-1013.1243320709356,-52.97213752493658,-3531.822344389963,-1703.654745704201,0.3373842999862972,1.0,1.0,0.0,0.0,25.0,1.0,1.0,404.33387050619353
41,2026-04-05T00:37:49.253,-301.8732674253765,2372.0559713931543,-930.7396402236952,-273.45237323467427,2276.7086005540978,-961.4322978488364,-272.3659422627861,2191.659897626077,-1000.0800518946196,-254.62363570147272,2103.291880195012,-1039.7318917240714,-224.37538840718292,2014.2540947499024,-1074.7743405787778,-202.7148283298216,1926.350964852429,-1112.6556131642092,0.0175881999894045,0.0167460000084247,0.0154688000038731,0.0154945999966003,0.0155830000003334,124.99325556019085,-17.035714151432785,-951.9251447083856,142.0140620284382,-2455.175671976902,1287.06149612301,0.5579141000052914,1.0,1.0,1.0,1.0,40.0,1.0,1.0,136.41755805310137
51,2026-04-05T00:38:14.937,535.5241081253193,2100.1085222769534,-693.62665236846,538.7668482599327,2040.5115023573244,-686.2973792641782,534.9649275262236,1982.068643951077,-682.3225791900813,534.6370818833018,1924.6869235491056,-679.5780300519439,533.3993136340944,1862.9220332257128,-681.741211963725,515.5589642371795,1808.472062771002,-688.5189541864903,0.016467300010845,0.014735099975951,0.0180160000163596,0.0149996999825816,0.015996800007997,488.9674487084085,85.65333743665337,-991.4936660559976,-56.98694297711419,-1650.4764357317945,-1938.3693427884537,0.7057719000149518,1.0,1.0,0.0,0.0,51.0,1.0,1.0,504.77396034147176
54,2026-04-05T00:38:23.989,-346.37360930150044,2393.9917049351843,-753.1521969353274,-330.69870225929253,2315.6201770095827,-736.5108000350288,-333.1200650907699,2241.2630088292726,-727.5770805190302,-323.28046661173767,2168.648911389536,-721.3236102548699,-328.42365608215505,2098.48721973804,-719.4917804916679,-344.1180853361725,2032.9460232539377,-720.0760550738833,0.0136950000014621,0.0140254000143613,0.0164570999913848,0.0132597000047098,0.0151221999840345,-225.6811002189565,57.261809252712965,-903.7065343933324,391.9476427033615,-1791.6052568883222,-1082.7820180497793,0.6534881000116002,1.0,1.0,0.0,0.0,45.0,1.0,1.0,232.8617877457393
56,2026-04-05T00:38:32.421,123.6111902669686,2259.4087656961265,-692.3632235170315,143.7684268452449,2168.244560128845,-674.4549762894075,127.61666151783947,2082.91182922042,-668.4992416577818,115.93702380086415,1998.3439454374284,-664.3547137518187,123.15505693999468,1913.9857467530044,-659.2761488521595,104.74169027520566,1832.8907563680464,-661.8991969230851,0.015995900001144,0.0142158000089693,0.0140736000030301,0.0141601999930571,0.0135202000092249,-140.41911888082225,22.50103806903803,-829.1405475237962,-198.88260765213244,-2413.956556224429,810.2117390153373,0.4488930999941658,1.0,1.0,0.0,0.0,34.0,1.0,1.0,158.88639862076985
60,2026-04-05T00:38:44.101,377.6299148244736,2116.0442940689145,-560.6417181703217,372.4122195907112,2037.8483749893671,-595.6441251218838,366.6427186851756,1962.164075409527,-634.9884419576729,348.85589482186583,1888.2764262021544,-680.4608369622044,343.1160805568877,1815.130321520084,-721.9617117295747,345.6072774852587,1742.4212159268525,-764.3864844541704,0.017565399990417,0.0187158000189811,0.0129565999959595,0.0161681000026874,0.0175251000036951,21.99018149610538,-74.1105920993732,-869.5129903559912,-190.7434415939009,-2208.7069703733773,-2189.505453899782,0.6086929999873973,1.0,1.0,0.0,0.0,43.0,1.0,1.0,83.09877075255217
61,2026-04-05T00:38:46.902,545.7356050935598,2054.693839388317,-514.8172257205013,513.2516061404838,1963.2195554839475,-547.9745610619566,499.53892575336295,1870.6987988610977,-577.074755828268,474.7911733251324,1780.631097069858,-612.1729964448178,466.5638529867472,1688.0964266481456,-646.8038265428515,427.764863157799,1602.5699017340382,-686.5031026183499,0.016642700007651,0.0158288000093307,0.0157670000044163,0.0168810999894049,0.0147257999924477,102.2057418864847,358.29000663030274,-805.205731065809,-947.2187509078034,-3924.375682724137,1630.1375219405504,0.277908500022022,1.0,1.0,0.0,0.0,23.0,1.0,1.0,384.4524625340262
