sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit,has_bounce_before_hit,hit_obs_index,hit_obs_in_workspace,hit_obs_selected_from_workspace_pool,hit_center_dist_mm,has_trajectory,trajectory_path,first6_count,selected_count,first6_dt_max_s,first6_dt_min_s,first6_vmax_mm_s,first6_vmed_mm_s,first6_vmax_to_med_ratio,selected_t_from_p6_s,selected_t_mismatch_abs_s,hit_xyz_diff_mm,flag_missing_trajectory,flag_first6_count_not6,flag_selected_count_not1,flag_t_hit_nonpositive,flag_first6_gap_exceeds_0p03,flag_speed_spike,flag_selected_t_mismatch,flag_hit_xyz_mismatch,is_rejected,reject_reasons
198,2026-04-05T00:49:38.754,-455.6014779981642,2251.00235361716,-1041.7134763160282,-433.5877777516016,2175.6774030678616,-1088.5539183268197,-394.0458473014951,2102.3893535061084,-1108.0470898479691,-391.8002586245607,2047.1225345243297,-1070.36315706069,-327.37591410333016,1931.920366343172,-983.098512767063,-328.7036174714249,1875.5318122224385,-948.8220646409044,0.016510899993591,0.0186568000062834,0.0143807000131346,0.0281508999760262,0.0152499000250827,259.30674382782445,50.85508645817572,-828.3110072985537,522.3769817489073,-1809.7619645748323,-53.79828033514819,0.675794999988284,1.0,1.0,0.0,0.0,51.0,1.0,1.0,273.79835442859314,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000198_20260405_004938754_trajectory.csv,6,1,0.03199540000059642,0.014380700013134629,5669.416284472437,4654.111841175638,1.21815213685117,0.675794999988284,0.0,0.0,False,False,False,False,True,False,False,False,True,first6_gap_gt_0.03s
210,2026-04-05T00:52:07.327,139.44812960931722,2197.1636809592624,-552.4889853696355,123.82140331315576,2114.330147419016,-550.7452968869604,121.88206737859991,2031.5517249183788,-551.4272805235291,-291.2915165334084,1956.522741765948,-594.6279754340607,-308.05405107472325,1863.0458192573,-604.7751256422741,-294.5216388680924,1767.9473755860204,-613.963644467932,0.0190703999833203,0.0164567000174429,0.0156663999950978,0.0158618999994359,0.0167385000095237,-131.67242903965507,226.44760683446248,-804.9757090694493,-635.1187581200636,-2856.8747235538235,1519.372746261755,0.3833837999845855,1.0,1.0,0.0,0.0,29.0,1.0,1.0,278.6498933735885,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000210_20260405_005207327_trajectory.csv,6,1,0.019070399983320385,0.01566639999509789,26946.00952592206,5764.848532031567,4.674192110373823,0.3833837999845855,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
213,2026-04-05T00:52:15.693,-563.7372639082009,1592.1811816045977,-952.4665716524256,-536.9217722710914,1527.3733851820705,-927.276601093412,-537.8512056934796,1470.205889248133,-911.8207971626268,-529.1129523883837,1413.949146552009,-896.9303411075704,-552.1633380026533,1353.288973041313,-888.8276423954637,-553.9881476090536,1299.7258546133037,-878.8732513209075,0.0129193000029772,0.0178642999962903,0.0143248999956995,0.0134354000038001,0.016002499993192,-692.0357100548445,40.75451718243789,-909.213398330196,-191.437740717434,-2001.8444772405785,80.30345594440477,0.4472871999896597,1.0,1.0,1.0,1.0,39.0,1.0,1.0,693.2959262614178,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000213_20260405_005215693_trajectory.csv,6,1,0.05942539998795837,0.01550949999364093,6223.431006117385,4727.283848607786,1.3164919233589545,0.4472871999896597,0.0,0.0,False,False,False,False,True,False,False,False,True,first6_gap_gt_0.03s
242,2026-04-05T00:53:28.029,-84.20590739571026,2290.364299014409,-484.0740671462384,-70.9271086883773,2201.779489363336,-473.94246945649206,-65.76091381621836,2119.5714936096906,-467.6391108903422,-57.55315030624479,2035.3137390580296,-465.2651141546252,-42.23888485953694,1951.1210609478824,-463.1029629016166,-445.19637985272766,1858.0727307594088,-484.47149346767753,0.0174765999836381,0.013541799999075,0.0165283000096678,0.0228538000083062,0.0156642999791074,-13.345958311070262,-3.847933137456948,-933.3532164071894,2279.417561897944,-1263.6319514653694,3074.1163677313843,0.413573500001803,1.0,1.0,0.0,0.0,31.0,1.0,1.0,36.12974172860875,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000242_20260405_005328029_trajectory.csv,6,1,0.02285380000830628,0.01354179999907501,26436.720765427403,5158.0790120821475,5.12530356815061,0.413573500001803,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
252,2026-04-05T00:53:51.898,-153.5335809385042,2080.3768197270306,-1001.7226756251596,-151.28282503140872,2003.213908930169,-1041.9238171240313,-143.6482687774119,1922.9899837889463,-1081.3963642722404,-116.73660510814624,1847.885620323979,-1096.590253433309,-127.90811985364736,1790.7664415661357,-1065.6365576118565,-114.57013393681108,1730.3651659217078,-1026.7812411990667,0.0169885999930556,0.0153758999949786,0.0145942000090144,0.0144310000177938,0.015134899993427,55.94543401066676,16.274314343408605,-910.2543593600864,654.2694534031253,-1723.500400954751,961.875263763334,0.5640680000069551,1.0,1.0,2.0,1.0,43.0,1.0,1.0,59.15992545529226,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000252_20260405_005351898_trajectory.csv,6,1,0.031092599994735792,0.015375899994978681,5836.03633945284,5303.182418980535,1.1004781428157508,0.5640680000069551,0.0,0.0,False,False,False,False,True,False,False,False,True,first6_gap_gt_0.03s
262,2026-04-05T00:54:13.583,-2.388557589396441,2308.0091877189425,-965.8031139326544,12.131740928685304,2209.937020175897,-991.4462415909884,1.722669712891275,2121.3756625709693,-1024.737163028813,362.9662550060261,1932.9162987088544,-963.4875812316076,338.43755823118545,1859.8721951101504,-989.9062836874124,302.2395528677107,1792.0049319247453,-990.3714856472482,0.016621099988697,0.0170984000142198,0.0153373999928589,0.0174629999964963,0.0161989000043831,-0.249707734004005,-52.75137453016168,-981.4532270276152,-545.3033694291469,-2929.9671274874468,1025.791732841772,0.4750714999972842,1.0,1.0,0.0,0.0,35.0,1.0,1.0,97.04327932415542,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000262_20260405_005413583_trajectory.csv,6,1,0.017462999996496364,0.015337399992858991,26864.13180011236,5566.7612102254725,4.825809979196912,0.4750714999972842,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
270,2026-04-05T01:00:59.595,-729.9328203241457,139.78450984492588,-826.9532232949302,-728.1618301695398,111.47957934608372,-805.2475183497845,-752.666602263158,66.18874331250686,-791.9113232218178,-737.4700517109891,41.29999755632525,-774.5922095425117,-745.3954072341849,7.296343879640517,-763.9906485740612,-795.3825006734328,-49.136772792572174,-760.472743336844,0.0169735000235959,0.0151905999809969,0.0181660999951418,0.0173970000178087,0.0145653999934438,-795.3825006734328,-49.136772792572174,-760.472743336844,-1417.3525131177178,-2680.2578152105366,258.4634636944841,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,809.021384247622,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000270_20260405_010059595_trajectory.csv,6,1,0.01816609999514185,0.014565399993443862,5181.4851408661525,2104.064955894528,2.4626070247262315,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,t_hit_nonpositive
276,2026-04-05T01:01:15.363,-423.3601238070633,2383.415809519772,-504.9915415394258,-416.6330189066789,2282.881801888181,-540.3642864986953,-386.3011682271031,2181.665826069087,-576.1469462679695,-404.674359409526,2088.6523183648937,-611.9077792664403,-372.9038345814397,1990.6193624740563,-648.3514222057438,48.663438815013706,1817.509084499325,-652.0059869704085,0.0179425000096671,0.0177810000022873,0.0172909999964758,0.0180880000116303,0.0156052999955136,-138.90888946929908,-417.4443048820899,-802.8913780184471,2635.1189395008705,-1180.3266178371107,-1166.3324346505487,0.5437117999827024,1.0,1.0,0.0,0.0,38.0,1.0,1.0,450.539134499148,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000276_20260405_010115363_trajectory.csv,6,1,0.018088000011630356,0.015605299995513633,29204.218785129095,6043.053453193825,4.832692447837661,0.5437117999827024,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
286,2026-04-05T01:01:43.191,-860.2515287839165,1808.8336902235085,-1130.742953639735,-860.6833439261195,1729.7820538224778,-1089.0946639620925,-896.0195068812259,1650.1440843396413,-1061.9398662276,-836.8600140486224,1579.888326854806,-1018.8167891980024,-796.7682757778957,1501.2085339701705,-984.8959596658846,-857.5362822141183,1426.9583404774528,-970.0170030199348,0.0160170999879483,0.0156964000198058,0.0154301000002305,0.0164221999875735,0.0164364000083878,-410.797972293125,-19.1037927809266,-886.6839117760654,1711.250638177202,-1291.670054463897,1255.2381827233094,0.4645810000074561,1.0,1.0,1.0,1.0,38.0,1.0,1.0,411.45746699306267,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000286_20260405_010143191_trajectory.csv,6,1,0.032775200001196936,0.01569640001980588,11818.903355337361,5814.01826747621,2.032828727328336,0.4645810000074561,0.0,0.0,False,False,False,False,True,False,False,False,True,first6_gap_gt_0.03s
287,2026-04-05T01:01:44.674,-111.18136200317169,2152.8195341867468,-776.6252393863094,-81.08971476940224,2053.6742147565446,-784.6463622035772,-80.8344818094265,1973.4323091583665,-799.3029030696323,-57.60895450474072,1884.1106345102444,-814.6852250889087,-552.8596361585132,1773.791825247733,-948.8088261229994,-621.2197543203424,1688.066762728314,-992.2907604448508,0.0183930000057443,0.017012500000419,0.0195968000043649,0.0118329999968409,0.020279099990148,1.4578278122721713,24.813731889661767,-906.2415245678918,42.28179837780469,-2822.6124825653847,-952.562924349904,0.420100099989213,1.0,1.0,0.0,0.0,32.0,1.0,1.0,25.62817163111424,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000287_20260405_010144674_trajectory.csv,6,1,0.020279099990148097,0.011832999996840954,44351.9603590727,5650.047104969314,7.849839042946099,0.420100099989213,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
290,2026-04-05T01:01:52.667,-419.83572818497896,1979.9193944299452,-735.6376162676562,-404.12372363026543,1898.7802865996068,-751.6330272573637,-424.51837738385166,1818.969899962439,-770.3309269592669,-412.5888070626702,1738.531327717534,-795.7191682634859,-419.9463722626388,1659.7459674493712,-816.6334148196322,-438.3409299285268,1576.9551657723978,-847.3329336804836,0.0159083000035025,0.0154784999904222,0.0157845999929122,0.0163486000092234,0.0172125999815762,-416.0450188993304,52.829084200720445,-829.3615256434459,-34.08275875901822,-1961.6665342358745,-786.0587982198049,1.5931276000046637,1.0,1.0,1.0,1.0,99.0,1.0,1.0,425.2930330346978,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000290_20260405_010152667_trajectory.csv,6,1,0.046124600019538775,0.015478499990422279,6045.227100794213,5457.274025177668,1.1077375028089054,1.5931276000046637,0.0,0.0,False,False,False,False,True,False,False,False,True,first6_gap_gt_0.03s
295,2026-04-05T01:02:08.482,-990.628413211221,2470.7215089598167,-529.4145955756993,-954.5510905697596,2352.5432580978136,-518.8616401081871,-383.48785836705065,2099.851274226767,-484.8184374249465,-403.9640940332324,2017.9752026645256,-486.0576822282494,-406.218166705617,1929.4180321211045,-487.9065312165469,-389.6712318170262,1846.3330628481651,-490.5712265816375,0.017067600012524,0.0141108999960124,0.0162740999949164,0.0160839000018313,0.0167283000191673,-498.3698364212587,27.75151843951744,-861.8140173914097,-355.2714273563396,-2454.470636043633,1809.055985363516,0.4371318999910727,1.0,1.0,1.0,1.0,31.0,1.0,1.0,500.6004493586024,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000295_20260405_010208482_trajectory.csv,6,1,0.017067600012524053,0.01411089999601245,44320.36134375172,5508.934025722003,8.045179182907908,0.4371318999910727,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
299,2026-04-05T01:02:18.574,363.7684151849057,2165.5751150313145,-696.7676771926828,-52.82471332996738,2110.247714864133,-766.9101628211076,-27.28639060627802,2000.0638712192824,-770.0413991681496,-10.619010993473694,1888.8041808291157,-772.651902880566,13.0199400254196,1786.2154328105355,-780.0859301627324,374.3933473349714,1637.0131703462118,-735.3234179241331,0.0140646999934688,0.0157127000275068,0.0149936999951023,0.0154592999897431,0.0162787000008393,297.7368297162834,-10.784340053572803,-807.2482188480062,-328.01978952542726,-2795.955193260849,40.499224155993886,0.4283019000140484,1.0,1.0,0.0,0.0,32.0,1.0,1.0,312.03591887275024,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000299_20260405_010218574_trajectory.csv,6,1,0.016278700000839308,0.014064699993468821,30293.177982751877,7505.2511671226375,4.0362643845223465,0.4283019000140484,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
301,2026-04-05T01:02:24.394,-314.56748939064664,2412.6908639527505,-655.8400123440736,-325.41523861039286,2325.170801833282,-646.2309924278087,-369.2517285852682,2243.1001109684244,-644.4121072056834,-393.5647751293377,2156.2549037992994,-642.5990183602628,-383.9280109056517,2066.424090208808,-641.1320199535196,-39.444212696243085,1903.5162553808643,-606.932219461916,0.0166737000108696,0.0156425999884959,0.0184339999977964,0.0158825000107754,0.015663800004404,-778.032766647646,228.2654265183064,-867.4588924563496,1865.8880743280272,-1861.781745323583,1919.0862323016447,0.4058710999961477,0.0,1.0,0.0,0.0,29.0,0.0,0.0,811.479521985085,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000301_20260405_010224394_trajectory.csv,6,1,0.01843399999779649,0.01564259998849593,24425.321832613845,5689.163859746638,4.293306087636858,0.4058710999961477,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
309,2026-04-05T01:02:44.905,208.72572273632613,2184.8688088913145,-662.8201519205913,205.6842143841145,2105.6868975262983,-650.7670076959173,213.13244612034575,2023.0445979414212,-641.2195742581994,-140.21521518226473,1947.059674505926,-680.3288158106916,-135.88498873216668,1854.83632827937,-678.5652593778481,-124.92738310311552,1763.793889371975,-676.3128265846551,0.0200307999912183,0.0183744000096339,0.0157239999971352,0.0132209000003058,0.0143743999942671,344.6865539945941,73.77354748932044,-860.8150733187435,363.07644604729575,-2425.7599049255077,1382.898252716178,0.4323818999982904,1.0,1.0,0.0,0.0,32.0,1.0,1.0,354.6643699229494,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000309_20260405_010244905_trajectory.csv,6,1,0.020030799991218373,0.013220900000305846,23119.763296891888,6381.284803380709,3.623057739821201,0.4323818999982904,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
310,2026-04-05T01:02:47.452,-135.5057358866593,2334.775639027709,-781.7427849675153,-598.2844069263779,2309.0413466224945,-841.734453880615,-625.9856460338074,2221.499103158631,-835.1631644822003,-615.7802446717192,2123.5600244379475,-822.3736621352634,-638.8876807984884,2033.1615864566577,-822.000031333702,-624.9284620130011,1940.5402188059388,-813.3043939350468,0.0130397999892011,0.0140442999836523,0.0157723000156693,0.0184095999866258,0.0157390000240411,-543.3182223964823,155.68490887795724,-856.3217210596555,2508.216945932569,-1389.372682993176,709.1873587357978,0.466598899976816,1.0,1.0,0.0,0.0,32.0,1.0,1.0,566.8688328807659,1,learning_data\real_data\V3 True XYZ 6 points\sample_trajectories\sample_000310_20260405_010247452_trajectory.csv,6,1,0.018409599986625835,0.013039799989201128,35841.03913462064,6295.622618059216,5.693009462131569,0.466598899976816,0.0,0.0,False,False,False,False,False,True,False,False,True,first6_speed_spike
