sample_id,captured_at,point_index,t_abs,dt_from_prev_s,t_from_first_accepted_s,t_from_p6_s,x,y,z,in_workspace,dist_to_workspace_center_mm,is_first6,is_after_p6,is_selected_hit
76,2026-04-05T00:39:33.427,0,194398.8611231,nan,0.0,-0.08168839997961186,105.37228698275294,2239.2865147582097,-609.1571165712078,0.0,2260.5523654370672,1.0,0.0,0.0
76,2026-04-05T00:39:33.427,1,194398.8780538,0.016930699988733977,0.016930699988733977,-0.06475769999087788,92.92679716774546,2177.2545271727704,-614.3269705849723,0.0,2197.881194573842,1.0,0.0,0.0
76,2026-04-05T00:39:33.427,2,194398.8943634,0.01630960000329651,0.033240299992030486,-0.04844809998758137,89.11487620575463,2115.392875640732,-622.9978762481305,0.0,2135.312308781968,1.0,0.0,0.0
76,2026-04-05T00:39:33.427,3,194398.9100458,0.015682400000514463,0.04892269999254495,-0.03276569998706691,87.50952801081894,2053.851988475059,-630.5712080671381,0.0,2073.296356524564,1.0,0.0,0.0
76,2026-04-05T00:39:33.427,4,194398.9265902,0.016544399986742064,0.06546709997928701,-0.016221300000324845,66.03205142741672,1996.148656917432,-646.499007931958,0.0,2013.2641270604465,1.0,0.0,0.0
76,2026-04-05T00:39:33.427,5,194398.9428115,0.016221300000324845,0.08168839997961186,0.0,71.91831393610437,1933.8149910705379,-660.3083552372649,0.0,1949.9396780766378,1.0,1.0,0.0
76,2026-04-05T00:39:33.427,6,194398.958893,0.0160815000126604,0.09776989999227226,0.0160815000126604,54.60504471631202,1875.0852847588874,-678.4170605663543,0.0,1888.9217916779517,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,7,194398.9794762,0.020583200006512925,0.11835309999878518,0.036664700019173324,46.677203216718226,1817.047065166319,-697.4942959928524,0.0,1828.8923857037348,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,8,194398.9961836,0.016707399976439774,0.13506049997522496,0.0533720999956131,44.79721988131814,1758.3692318494968,-721.3770074844072,0.0,1767.9862329439418,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,9,194399.0107169,0.014533300010953099,0.14959379998617806,0.0679054000065662,39.15123562305189,1700.3440040302326,-742.719616959751,0.0,1708.0514249230503,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,10,194399.0277352,0.017018300015479326,0.16661210000165738,0.08492370002204552,51.24269854496333,1643.2998863549878,-765.5994910801701,0.0,1649.582925301543,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,11,194399.0436102,0.015874999982770532,0.18248709998442791,0.10079870000481606,6.283229704950372,1582.0950519665528,-803.6019899657708,0.0,1585.041579508605,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,12,194399.0576546,0.014044400013517588,0.1965314999979455,0.11484310001833364,38.26083427571939,1532.1937025508528,-825.8964207649948,0.0,1534.461721266257,0.0,1.0,0.0
76,2026-04-05T00:39:33.427,13,194399.0726124,0.014957799983676523,0.21148929998162203,0.12980090000201017,15.262482532952617,1472.0188045056743,-858.266345551848,0.0,1472.6893773314796,0.0,1.0,0.0
