sample_id,captured_at,point_index,t_abs,dt_from_prev_s,t_from_first_accepted_s,t_from_p6_s,x,y,z,in_workspace,dist_to_workspace_center_mm,is_first6,is_after_p6,is_selected_hit
255,2026-04-05T00:53:57.759,0,195264.4451926,nan,0.0,-0.0759810000017751,441.06434896716723,497.0148287440477,-937.8385408621882,0.0,665.5773847539335,1.0,0.0,0.0
255,2026-04-05T00:53:57.759,1,195264.4600481,0.014855500019621104,0.014855500019621104,-0.061125499982154,462.9077869587361,449.82247836654653,-945.6191867073583,0.0,647.0741777158919,1.0,0.0,0.0
255,2026-04-05T00:53:57.759,2,195264.475177,0.015128899976843968,0.029984399996465072,-0.04599660000531003,456.32594771759136,382.3823837852823,-964.3052983882284,0.0,598.8195299006804,1.0,0.0,0.0
255,2026-04-05T00:53:57.759,3,195264.4903212,0.015144200006034225,0.0451286000024993,-0.030852399999275804,459.52368966121935,321.41067934409307,-984.6770517662659,1.0,567.1305398690137,1.0,0.0,0.0
255,2026-04-05T00:53:57.759,4,195264.5062417,0.015920500009087846,0.06104910001158714,-0.014931899990187958,460.1766330042374,261.9863156016104,-1000.922563685295,1.0,539.0591127014138,1.0,0.0,0.0
255,2026-04-05T00:53:57.759,5,195264.5211736,0.014931899990187958,0.0759810000017751,0.0,466.0724285187339,207.65615895024393,-1022.5626497047709,0.0,524.7534583763824,1.0,1.0,0.0
255,2026-04-05T00:53:57.759,6,195264.5353496,0.01417599999695085,0.09015699999872595,0.01417599999695085,469.19076791637394,150.90157604782007,-1047.8633288177557,0.0,514.5627525975237,0.0,1.0,0.0
255,2026-04-05T00:53:57.759,7,195264.5506475,0.015297900012228638,0.10545490001095459,0.029473900009179488,468.37080614135084,92.63012545198762,-1079.0533301091561,0.0,509.91337226035586,0.0,1.0,0.0
255,2026-04-05T00:53:57.759,8,195264.5652353,0.01458779998938553,0.12004270000034012,0.04406169999856502,475.70262251803683,47.827809260110826,-1075.181286467584,0.0,509.18461046814554,0.0,1.0,0.0
255,2026-04-05T00:53:57.759,9,195264.58128,0.016044700023485348,0.13608740002382547,0.060106400022050366,476.1869329426015,-2.8666817727794296,-1056.3962600719374,0.0,501.22051348099984,0.0,1.0,0.0
255,2026-04-05T00:53:57.759,10,195264.5966947,0.01541469999938272,0.15150210002320819,0.07552110002143309,480.14589629747775,-47.02245695171996,-1032.2838896124706,0.0,500.2501580610334,0.0,1.0,0.0
255,2026-04-05T00:53:57.759,11,195264.6177656,0.021070899994811043,0.17257300001801923,0.09659200001624413,523.2906418710168,-50.22549886474235,-998.0717836726926,1.0,534.7651553333822,0.0,1.0,1.0
