sample_id,captured_at,point_index,t_abs,dt_from_prev_s,t_from_first_accepted_s,t_from_p6_s,x,y,z,in_workspace,dist_to_workspace_center_mm,is_first6,is_after_p6,is_selected_hit
287,2026-04-05T01:01:44.674,0,195730.7876066,nan,0.0,-0.08711439999751747,-111.18136200317167,2152.8195341867468,-776.6252393863094,0.0,2159.216194268051,1.0,0.0,0.0
287,2026-04-05T01:01:44.674,1,195730.8059996,0.018393000005744398,0.018393000005744398,-0.06872139999177307,-81.08971476940224,2053.6742147565446,-784.6463622035772,0.0,2058.509116800351,1.0,0.0,0.0
287,2026-04-05T01:01:44.674,2,195730.8230121,0.017012500000419095,0.03540550000616349,-0.051708899991353974,-80.8344818094265,1973.4323091583665,-799.3029030696323,0.0,1977.6524461112283,1.0,0.0,0.0
287,2026-04-05T01:01:44.674,3,195730.8426089,0.019596800004364923,0.055002300010528415,-0.03211209998698905,-57.60895450474072,1884.1106345102444,-814.6852250889087,0.0,1886.9208477124457,1.0,0.0,0.0
287,2026-04-05T01:01:44.674,4,195730.8544419,0.011832999996840954,0.06683530000736937,-0.020279099990148097,-552.8596361585132,1773.791825247733,-948.8088261229994,0.0,1858.5945007226596,1.0,0.0,0.0
287,2026-04-05T01:01:44.674,5,195730.874721,0.020279099990148097,0.08711439999751747,0.0,-621.2197543203424,1688.066762728314,-992.2907604448507,0.0,1801.1110357358218,1.0,1.0,0.0
287,2026-04-05T01:01:44.674,6,195730.887755,0.013034000003244728,0.1001484000007622,0.013034000003244728,-462.5206693455975,1577.5422499666415,-981.9378738252763,0.0,1645.9886801459845,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,7,195730.901274,0.013519000000087544,0.11366740000084974,0.026553000003332272,-524.7945431124908,1470.6075119523366,-1031.7180087046258,0.0,1566.9860881668355,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,8,195730.9168739,0.0155998999834992,0.12926729998434894,0.04215289998683147,-450.7789410271953,1387.08734547832,-1051.1692740869566,0.0,1466.3100310260684,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,9,195730.9336068,0.016732900025090203,0.14600020000943914,0.058885800011921674,-437.75993253294155,1293.5842323676181,-1090.5101777294672,0.0,1378.8720218279427,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,10,195730.9473482,0.013741399976424873,0.159741599985864,0.07262719998834655,-48.53909259225156,1224.5705741024449,-1036.743884486485,0.0,1233.137471822069,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,11,195730.9642695,0.01692130000446923,0.17666289999033324,0.08954849999281578,-22.76260046645757,1154.6150195127561,-1067.6759187422233,0.0,1166.9486676758693,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,12,195730.9803589,0.016089400014607236,0.19275230000494048,0.10563790000742301,-31.43256513140568,1078.5508757948696,-1101.0668327374947,0.0,1097.5827390478169,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,13,195730.9958539,0.015494999999646097,0.20824730000458658,0.12113290000706911,-1.584897322436973,1024.7068547741671,-1058.0985250233175,0.0,1036.8325774855057,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,14,195731.0122126,0.016358699998818338,0.22460600000340492,0.13749160000588745,-0.2362301539924374,966.5958490476444,-1025.4188831817175,0.0,974.6986649520823,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,15,195731.0273382,0.01512559998081997,0.23973159998422489,0.15261719998670742,-27.489637786325147,901.065959784223,-1002.5833440592351,0.0,907.3030841708088,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,16,195731.0439186,0.01658039999892935,0.25631199998315424,0.16919759998563677,-22.57722314836792,845.5289083042401,-978.9133214896538,0.0,849.5034891580967,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,17,195731.0589477,0.015029100002720952,0.2713410999858752,0.18422669998835772,-14.207026934211171,791.7780470008537,-951.1606263438414,0.0,793.556377968629,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,18,195731.0747716,0.015823900001123548,0.28716499998699874,0.20005059998948127,-23.636319651058784,733.3285652811453,-927.764594036168,0.0,734.2345217612308,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,19,195731.0900306,0.01525900000706315,0.3024239999940619,0.21530959999654442,-21.942740830051207,677.1621980173858,-912.7927319994661,0.0,677.6383846055963,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,20,195731.1065084,0.016477800003485754,0.31890179999754764,0.23178740000003017,-25.592952093771146,621.0137553418391,-899.2503407160444,0.0,621.5413465809734,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,21,195731.123262,0.016753600008087233,0.3356554000056349,0.2485410000081174,-33.30328015685609,564.173644678568,-887.8970487973703,0.0,565.2853184427476,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,22,195731.137992,0.01472999999532476,0.35038540000095963,0.26327100000344217,-14.062786951702037,520.4395904413038,-873.4096873140461,0.0,521.3081372895476,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,23,195731.1548225,0.016830499982461333,0.36721589998342097,0.2801014999859035,-30.21856571513308,458.67971590085494,-868.0824312548824,1.0,460.78083151034843,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,24,195731.1703876,0.015565100009553134,0.3827809999929741,0.29566659999545664,-21.620200384512827,410.4765912386488,-859.4788887956274,1.0,413.038043614392,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,25,195731.18656,0.016172400006325915,0.3989533999993,0.31183900000178255,-17.690718068579827,360.57742480336765,-857.2922601558648,1.0,363.52852959046356,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,26,195731.2038651,0.01730509998742491,0.41625849998672493,0.32914409998920746,-13.235458447739802,311.25636386958877,-856.6511031339555,1.0,314.53907272251985,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,27,195731.2185426,0.014677500003017485,0.4309359999897424,0.34382159999222495,-15.111540527911984,259.706723197962,-860.172498882919,1.0,263.1770707652562,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,28,195731.2327283,0.014185700012603775,0.4451217000023462,0.3580073000048287,-15.31841604117335,208.01296152718965,-863.9410582356616,1.0,211.67024664436548,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,29,195731.2465039,0.013775600004009902,0.4588973000063561,0.3717829000088386,-16.594917030074612,160.3130822100236,-872.101962730264,1.0,163.56642712493425,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,30,195731.2634586,0.016954699996858835,0.4758520000032149,0.38873760000569746,4.75943587545089,122.18182261918582,-876.7034725528063,1.0,124.47400611973798,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,31,195731.2779666,0.014507999992929399,0.4903599999961443,0.40324559999862686,5.3456149761505,74.73621611668955,-890.9816984976501,1.0,75.46792272814363,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,32,195731.2948211,0.01685449999058619,0.5072144999867305,0.42010009998921305,1.4578278122721713,24.813731889661767,-906.2415245678918,1.0,25.628171631114242,0.0,1.0,1.0
287,2026-04-05T01:01:44.674,33,195731.3134937,0.01867260001017712,0.5258870999969076,0.43877269999939017,0.9060506554719723,-22.388253281625566,-922.7820361771691,1.0,31.95427960649933,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,34,195731.3281071,0.014613400009693578,0.5405005000066012,0.45338610000908375,10.659887407513907,-62.17295838055247,-939.3975588163175,1.0,74.37255941552625,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,35,195731.3420938,0.013986699981614947,0.5544871999882162,0.4673727999906987,-4.072816933717149,-119.51826526817626,-964.9399410709423,1.0,136.08232624697146,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,36,195731.3552467,0.013152900006389245,0.5676400999946054,0.48052569999708794,15.125916285498079,-149.15548744656462,-982.8810721640308,1.0,171.3050638538087,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,37,195731.3691693,0.01392259998829104,0.5815626999828964,0.494448299985379,8.768919017490134,-200.48475127588335,-1010.4546509597254,1.0,229.0660589295649,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,38,195731.3843663,0.015197000000625849,0.5967596999835223,0.5096452999860048,24.607986794932003,-234.37859865459632,-1032.2434745095788,0.0,270.2354844792917,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,39,195731.3998965,0.01553020000574179,0.6122898999892641,0.5251754999917466,52.01094471925671,-247.6416686071425,-1052.9348384144032,0.0,295.6697468493504,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,40,195731.4149544,0.015057900018291548,0.6273478000075556,0.5402334000100382,22.92399540017368,-319.5711991069418,-1100.3964017463004,0.0,377.9020755389158,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,41,195731.4303949,0.015440499992109835,0.6427882999996655,0.555673900002148,16.541460134526915,-367.2050101251689,-1134.0630359350516,0.0,435.77361571754295,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,42,195731.4442272,0.01383229999919422,0.6566205999988597,0.5695062000013422,18.32703931002561,-408.1656609181889,-1169.048092402114,0.0,489.20544063600687,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,43,195731.4608944,0.016667199990479276,0.673287799989339,0.5861733999918215,39.08009859486447,-428.5375136373002,-1199.4026476038857,0.0,524.2266686203976,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,44,195731.4755434,0.014649000018835068,0.687936800008174,0.6008224000106566,69.98674527610501,-414.2622954801798,-1218.7754569170172,0.0,527.3795463454221,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,45,195731.4912683,0.015724899974884465,0.7036616999830585,0.616547299985541,49.416546409196144,-430.9156080120704,-1240.124509225751,0.0,551.1941019853917,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,46,195731.506859,0.015590700000757352,0.7192523999838158,0.6321379999862984,21.76752568765778,-450.63122514509814,-1267.8024296959102,0.0,582.0832874602653,0.0,1.0,0.0
287,2026-04-05T01:01:44.674,47,195731.5250612,0.018202200008090585,0.7374545999919064,0.650340199994389,7.2055333261619126,-456.08384757186514,-1289.5533672622544,0.0,599.8468318427894,0.0,1.0,0.0
